step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,base_dec_det,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,own_dec_det,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent
0,0,D,0.04191797128794539,-0.04144885069894011,0.9686020763663857,0.030928803044625974,0.0004691205889922334,1.0105200476543441,-0.8543064513348844,-4.268478501113495e-06,0.04191797128794539,-0.04144885069894011,0.9686020763663857,0.030928803044625974,0.0004691205889922334,1.0105200476543441,-0.8543064513348844,-4.268478501113495e-06,0.0016638890374451876,1.143022232419355e-09,0.00012252668966539204,9.037284254276301e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,0,O,-0.006255205900084437,-0.0003330097281213362,-0.0024400817537489905,1.009028297381944,-0.006588215628184402,-0.008695287653795347,1.0055461829636796,-2.9461136548744908e-05,-0.006255205900084437,-0.0003330097281213362,-0.0024400817537489905,1.009028297381944,-0.006588215628184402,-0.008695287653795347,1.0055461829636796,-2.9461136548744908e-05,0.0016638890374451876,1.143022232419355e-09,0.00012252668966539204,9.037284254276301e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,1,D,-0.046552730700627265,0.04339746794531463,0.9453477518011656,0.0578075109542211,-0.003155262755369259,0.8987950211004341,-0.9774904394929367,-1.7443478806770506e-05,-0.046552730700627265,0.04339746794531463,0.9453477518011656,0.0578075109542211,-0.003155262755369259,0.8987950211004341,-0.9774904394929367,-1.7443478806770506e-05,0.0016638890374451876,1.143022232419355e-09,0.00012252668966539204,9.037284254276301e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,1,O,-0.09511652023707917,0.09953746946223019,0.022612722157143716,0.9729663286176944,0.004420949225162563,-0.07250379807989837,0.7556996167611949,1.1170709803534542e-05,-0.09511652023707917,0.09953746946223019,0.022612722157143716,0.9729663286176944,0.004420949225162563,-0.07250379807989837,0.7556996167611949,1.1170709803534542e-05,0.0016638890374451876,1.143022232419355e-09,0.00012252668966539204,9.037284254276301e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,2,D,0.004614579886713266,0.005828024345227917,0.9882358490947412,0.0013215466733358383,0.010442604231938574,0.9928504289814486,-0.9881277468799178,-4.632918994392521e-05,0.004614579886713266,0.005828024345227917,0.9882358490947412,0.0013215466733358383,0.010442604231938574,0.9928504289814486,-0.9881277468799178,-4.632918994392521e-05,0.0016638890374451876,1.143022232419355e-09,0.00012252668966539204,9.037284254276301e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,2,O,-0.00863948017648819,0.009025104427809821,0.011865300366529774,0.9877490753821545,0.00038562425132063205,0.003225820190035922,0.9582191904113292,-1.2045171715095428e-05,-0.00863948017648819,0.009025104427809821,0.011865300366529774,0.9877490753821545,0.00038562425132063205,0.003225820190035922,0.9582191904113292,-1.2045171715095428e-05,0.0016638890374451876,1.143022232419355e-09,0.00012252668966539204,9.037284254276301e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
1,0,D,0.04191797128794539,-0.04144885069894011,0.9686020763663857,0.030928803044625974,0.0004691205889922334,1.0105200476543441,-0.8543064513348844,-4.268478501113495e-06,0.04191797128794539,-0.04144885069894011,0.9686020763663857,0.030928803044625974,0.0004691205889922334,1.0105200476543441,-0.8543064513348844,-4.268478501113495e-06,0.0017240219749510288,1.1269449817774557e-09,0.00013655211660079658,9.58756629643176e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
1,0,O,-0.006255205900084437,-0.0003330097281213362,-0.0024400817537489905,1.009028297381944,-0.006588215628184402,-0.008695287653795347,1.0055461829636796,-2.9461136548744908e-05,-0.006255205900084437,-0.0003330097281213362,-0.0024400817537489905,1.009028297381944,-0.006588215628184402,-0.008695287653795347,1.0055461829636796,-2.9461136548744908e-05,0.0017240219749510288,1.1269449817774557e-09,0.00013655211660079658,9.58756629643176e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
1,1,D,-0.046552730700627265,0.04339746794531463,0.9453477518011656,0.0578075109542211,-0.003155262755369259,0.8987950211004341,-0.9774904394929367,-1.7443478806770506e-05,-0.046552730700627265,0.04339746794531463,0.9453477518011656,0.0578075109542211,-0.003155262755369259,0.8987950211004341,-0.9774904394929367,-1.7443478806770506e-05,0.0017240219749510288,1.1269449817774557e-09,0.00013655211660079658,9.58756629643176e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
1,1,O,-0.09511652023707917,0.09953746946223019,0.022612722157143716,0.9729663286176944,0.004420949225162563,-0.07250379807989837,0.7556996167611949,1.1170709803534542e-05,-0.09511652023707917,0.09953746946223019,0.022612722157143716,0.9729663286176944,0.004420949225162563,-0.07250379807989837,0.7556996167611949,1.1170709803534542e-05,0.0017240219749510288,1.1269449817774557e-09,0.00013655211660079658,9.58756629643176e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
