step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
100,1,0.04135773703455925,2.8337812096879134e-09,0.13254624605178833,7.90229770508688e-10,0.224609375,0.0,0.0,0.0,0.775390625,0.0,0.0048828125,0.0361328125,0.0,0.0,0.9580078125,0.0009765625,0.197265625,0.0009765625,0.0,0.0,0.8017578125,0.0,0.007751224544134543,0.001953125,0.046875,0.0,0.0,0.9453125,0.005859375,0.06051536478449089,0.9981679124629967,0.9966651960392551,0.9998111220215525,0.9997090178638557,0.9994896692745269,0.9999146800916867,0.9991243290764931,,-0.7458038110130434,-0.7439424504950672,0.009015813082984882,53377,3079,0.99922060852375,49094,2601,0.9987662693258814,6592,3079,0.9989138999688858,116288,52408,0.9998591378282902,0.5751168920064849,-0.8346967534556979,0.513033676348643,-17.609082133696745,0.9729674276293865,0.19003779486092404,-3.071684800464582,-0.6350912970368655,0.6240604506951982,0.9197958864768381,0.9999999999998042,0.9999999999997945,0.9999999999996766,0.9999999999996544,0.9999999999994357,0.9999999999995066,0.9999999999999791,0.0
100,2,0.04135773703455925,2.8337812096879134e-09,0.13254624605178833,7.90229770508688e-10,0.224609375,0.0,0.0,0.0,0.775390625,0.0,0.0048828125,0.0361328125,0.0,0.0,0.9580078125,0.0009765625,0.197265625,0.0009765625,0.0,0.0,0.8017578125,0.0,0.007751224544134543,0.001953125,0.046875,0.0,0.0,0.9453125,0.005859375,0.06051536478449089,0.9985293451773195,0.9978618597946811,0.9998773397183396,0.9997969866801809,0.9994060852926175,0.9999469451397514,0.9994514005214953,,-0.5652723121509091,-0.8670281438326263,0.2419984060363664,53377,3079,0.9991755516900142,49094,2601,0.99887639510964,6592,3079,0.9997400598017612,116288,52408,0.9999349424512796,0.4055181454276121,-4.354137007423818,0.9034062432247737,-47.68154411798157,0.9855687803264713,0.3088441324891042,0.8334944384511095,0.9532977136085754,0.6407165043680245,0.8698631809157721,0.9999999999986996,0.9999999999992049,0.9999999999987288,0.9999999999993328,0.9999999999989345,0.9999999999956264,0.9999999999999206,0.0
200,0,0.07587896287441254,1.7503509752714308e-09,0.14094744622707367,4.412917808949146e-10,0.546875,0.0,0.0,0.0,0.453125,0.0,0.009765625,0.0185546875,0.0,0.0,0.970703125,0.0009765625,0.5283203125,0.0,0.0,0.0,0.4716796875,0.0,0.0,0.0087890625,0.03515625,0.0,0.0,0.955078125,0.0009765625,0.057276868353965546,0.9379909141145797,0.9226062992067267,0.9868979384968107,0.9864401414250641,0.9994133110679567,0.9835667515017191,0.9738936905664969,,-0.990410234224949,-0.356287849097566,-0.24752630786829266,53377,3079,0.9987944363234098,49094,2601,0.9978800495957688,6592,3079,0.8673332119338291,116288,52408,0.9468440612625462,0.6682788828087133,-22.9419333368424,0.2248209162547166,-11.809156231051778,0.30004085768664385,-0.06766957091116708,-22.351701220723847,0.06808107349197487,-153.61531755401393,-0.10781734137735347,0.9999999999999982,0.9999999999999982,0.9999999999999993,0.9999999999999993,0.9999999999999344,0.9999999999999999,0.9999999999999999,0.0
200,1,0.07587896287441254,1.7503509752714308e-09,0.14094744622707367,4.412917808949146e-10,0.546875,0.0,0.0,0.0,0.453125,0.0,0.009765625,0.0185546875,0.0,0.0,0.970703125,0.0009765625,0.5283203125,0.0,0.0,0.0,0.4716796875,0.0,0.0,0.0087890625,0.03515625,0.0,0.0,0.955078125,0.0009765625,0.057276868353965546,0.9981679124629967,0.9966651960392551,0.9998111220215525,0.9997090178638557,0.9994896692745269,0.9999146800916867,0.9991243290764931,,-0.7458038110130434,-0.7439424504950672,0.009015813082984882,53377,3079,0.99922060852375,49094,2601,0.9987662693258814,6592,3079,0.9989138999688858,116288,52408,0.9998591378282902,0.5751168920064849,-0.8346967534556979,0.513033676348643,-17.609082133696745,0.9729674276293865,0.19003779486092404,-3.071684800464582,-0.6350912970368655,0.6240604506951982,0.9197958864768381,0.9999999999998042,0.9999999999997945,0.9999999999996766,0.9999999999996544,0.9999999999994357,0.9999999999995066,0.9999999999999791,0.0
200,2,0.07587896287441254,1.7503509752714308e-09,0.14094744622707367,4.412917808949146e-10,0.546875,0.0,0.0,0.0,0.453125,0.0,0.009765625,0.0185546875,0.0,0.0,0.970703125,0.0009765625,0.5283203125,0.0,0.0,0.0,0.4716796875,0.0,0.0,0.0087890625,0.03515625,0.0,0.0,0.955078125,0.0009765625,0.057276868353965546,0.9985293451773195,0.9978618597946811,0.9998773397183396,0.9997969866801809,0.9994060852926175,0.9999469451397514,0.9994514005214953,,-0.5652723121509091,-0.8670281438326263,0.2419984060363664,53377,3079,0.9991755516900142,49094,2601,0.99887639510964,6592,3079,0.9997400598017612,116288,52408,0.9999349424512796,0.4055181454276121,-4.354137007423818,0.9034062432247737,-47.68154411798157,0.9855687803264713,0.3088441324891042,0.8334944384511095,0.9532977136085754,0.6407165043680245,0.8698631809157721,0.9999999999986996,0.9999999999992049,0.9999999999987288,0.9999999999993328,0.9999999999989345,0.9999999999956264,0.9999999999999206,0.0
300,0,0.0879029706120491,1.1424164947371196e-09,0.143618643283844,2.928167708304841e-10,0.63671875,0.0,0.0,0.0,0.36328125,0.0,0.0126953125,0.0107421875,0.0,0.0,0.9765625,0.0,0.6494140625,0.0,0.0,0.0,0.349609375,0.0009765625,0.0,0.009765625,0.02734375,0.0,0.0,0.962890625,0.0,0.04115489747208101,0.9379909141145797,0.9226062992067267,0.9868979384968107,0.9864401414250641,0.9994133110679567,0.9835667515017191,0.9738936905664969,,-0.990410234224949,-0.356287849097566,-0.24752630786829266,53377,3079,0.9987944363234098,49094,2601,0.9978800495957688,6592,3079,0.8673332119338291,116288,52408,0.9468440612625462,0.6682788828087133,-22.9419333368424,0.2248209162547166,-11.809156231051778,0.30004085768664385,-0.06766957091116708,-22.351701220723847,0.06808107349197487,-153.61531755401393,-0.10781734137735347,0.9999999999999982,0.9999999999999982,0.9999999999999993,0.9999999999999993,0.9999999999999344,0.9999999999999999,0.9999999999999999,0.0
300,1,0.0879029706120491,1.1424164947371196e-09,0.143618643283844,2.928167708304841e-10,0.63671875,0.0,0.0,0.0,0.36328125,0.0,0.0126953125,0.0107421875,0.0,0.0,0.9765625,0.0,0.6494140625,0.0,0.0,0.0,0.349609375,0.0009765625,0.0,0.009765625,0.02734375,0.0,0.0,0.962890625,0.0,0.04115489747208101,0.9981679124629967,0.9966651960392551,0.9998111220215525,0.9997090178638557,0.9994896692745269,0.9999146800916867,0.9991243290764931,,-0.7458038110130434,-0.7439424504950672,0.009015813082984882,53377,3079,0.99922060852375,49094,2601,0.9987662693258814,6592,3079,0.9989138999688858,116288,52408,0.9998591378282902,0.5751168920064849,-0.8346967534556979,0.513033676348643,-17.609082133696745,0.9729674276293865,0.19003779486092404,-3.071684800464582,-0.6350912970368655,0.6240604506951982,0.9197958864768381,0.9999999999998042,0.9999999999997945,0.9999999999996766,0.9999999999996544,0.9999999999994357,0.9999999999995066,0.9999999999999791,0.0
300,2,0.0879029706120491,1.1424164947371196e-09,0.143618643283844,2.928167708304841e-10,0.63671875,0.0,0.0,0.0,0.36328125,0.0,0.0126953125,0.0107421875,0.0,0.0,0.9765625,0.0,0.6494140625,0.0,0.0,0.0,0.349609375,0.0009765625,0.0,0.009765625,0.02734375,0.0,0.0,0.962890625,0.0,0.04115489747208101,0.9985293451773195,0.9978618597946811,0.9998773397183396,0.9997969866801809,0.9994060852926175,0.9999469451397514,0.9994514005214953,,-0.5652723121509091,-0.8670281438326263,0.2419984060363664,53377,3079,0.9991755516900142,49094,2601,0.99887639510964,6592,3079,0.9997400598017612,116288,52408,0.9999349424512796,0.4055181454276121,-4.354137007423818,0.9034062432247737,-47.68154411798157,0.9855687803264713,0.3088441324891042,0.8334944384511095,0.9532977136085754,0.6407165043680245,0.8698631809157721,0.9999999999986996,0.9999999999992049,0.9999999999987288,0.9999999999993328,0.9999999999989345,0.9999999999956264,0.9999999999999206,0.0
500,0,0.1321299523115158,7.29814542133056e-10,0.12827229499816895,1.6605439245864773e-10,0.7548828125,0.0,0.0,0.0,0.2451171875,0.0,0.0146484375,0.001953125,0.0,0.0,0.9833984375,0.0,0.76953125,0.0,0.0,0.0,0.23046875,0.0,0.0,0.0068359375,0.01171875,0.0,0.0,0.98046875,0.0009765625,0.026779900782816578,0.9379909141145797,0.9226062992067267,0.9868979384968107,0.9864401414250641,0.9994133110679567,0.9835667515017191,0.9738936905664969,,-0.990410234224949,-0.356287849097566,-0.24752630786829266,53377,3079,0.9987944363234098,49094,2601,0.9978800495957688,6592,3079,0.8673332119338291,116288,52408,0.9468440612625462,0.6682788828087133,-22.9419333368424,0.2248209162547166,-11.809156231051778,0.30004085768664385,-0.06766957091116708,-22.351701220723847,0.06808107349197487,-153.61531755401393,-0.10781734137735347,0.9999999999999982,0.9999999999999982,0.9999999999999993,0.9999999999999993,0.9999999999999344,0.9999999999999999,0.9999999999999999,0.0
500,1,0.1321299523115158,7.29814542133056e-10,0.12827229499816895,1.6605439245864773e-10,0.7548828125,0.0,0.0,0.0,0.2451171875,0.0,0.0146484375,0.001953125,0.0,0.0,0.9833984375,0.0,0.76953125,0.0,0.0,0.0,0.23046875,0.0,0.0,0.0068359375,0.01171875,0.0,0.0,0.98046875,0.0009765625,0.026779900782816578,0.9981679124629967,0.9966651960392551,0.9998111220215525,0.9997090178638557,0.9994896692745269,0.9999146800916867,0.9991243290764931,,-0.7458038110130434,-0.7439424504950672,0.009015813082984882,53377,3079,0.99922060852375,49094,2601,0.9987662693258814,6592,3079,0.9989138999688858,116288,52408,0.9998591378282902,0.5751168920064849,-0.8346967534556979,0.513033676348643,-17.609082133696745,0.9729674276293865,0.19003779486092404,-3.071684800464582,-0.6350912970368655,0.6240604506951982,0.9197958864768381,0.9999999999998042,0.9999999999997945,0.9999999999996766,0.9999999999996544,0.9999999999994357,0.9999999999995066,0.9999999999999791,0.0
500,2,0.1321299523115158,7.29814542133056e-10,0.12827229499816895,1.6605439245864773e-10,0.7548828125,0.0,0.0,0.0,0.2451171875,0.0,0.0146484375,0.001953125,0.0,0.0,0.9833984375,0.0,0.76953125,0.0,0.0,0.0,0.23046875,0.0,0.0,0.0068359375,0.01171875,0.0,0.0,0.98046875,0.0009765625,0.026779900782816578,0.9985293451773195,0.9978618597946811,0.9998773397183396,0.9997969866801809,0.9994060852926175,0.9999469451397514,0.9994514005214953,,-0.5652723121509091,-0.8670281438326263,0.2419984060363664,53377,3079,0.9991755516900142,49094,2601,0.99887639510964,6592,3079,0.9997400598017612,116288,52408,0.9999349424512796,0.4055181454276121,-4.354137007423818,0.9034062432247737,-47.68154411798157,0.9855687803264713,0.3088441324891042,0.8334944384511095,0.9532977136085754,0.6407165043680245,0.8698631809157721,0.9999999999986996,0.9999999999992049,0.9999999999987288,0.9999999999993328,0.9999999999989345,0.9999999999956264,0.9999999999999206,0.0
700,0,0.18551702797412872,5.545116588123733e-10,0.12085316330194473,1.130359209011722e-10,0.8671875,0.0,0.0,0.0,0.1328125,0.0,0.015625,0.001953125,0.0,0.0,0.982421875,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0078125,0.00390625,0.0,0.0,0.98828125,0.0,0.01873371688794031,0.9379909141145797,0.9226062992067267,0.9868979384968107,0.9864401414250641,0.9994133110679567,0.9835667515017191,0.9738936905664969,,-0.990410234224949,-0.356287849097566,-0.24752630786829266,53377,3079,0.9987944363234098,49094,2601,0.9978800495957688,6592,3079,0.8673332119338291,116288,52408,0.9468440612625462,0.6682788828087133,-22.9419333368424,0.2248209162547166,-11.809156231051778,0.30004085768664385,-0.06766957091116708,-22.351701220723847,0.06808107349197487,-153.61531755401393,-0.10781734137735347,0.9999999999999982,0.9999999999999982,0.9999999999999993,0.9999999999999993,0.9999999999999344,0.9999999999999999,0.9999999999999999,0.0
700,1,0.18551702797412872,5.545116588123733e-10,0.12085316330194473,1.130359209011722e-10,0.8671875,0.0,0.0,0.0,0.1328125,0.0,0.015625,0.001953125,0.0,0.0,0.982421875,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0078125,0.00390625,0.0,0.0,0.98828125,0.0,0.01873371688794031,0.9981679124629967,0.9966651960392551,0.9998111220215525,0.9997090178638557,0.9994896692745269,0.9999146800916867,0.9991243290764931,,-0.7458038110130434,-0.7439424504950672,0.009015813082984882,53377,3079,0.99922060852375,49094,2601,0.9987662693258814,6592,3079,0.9989138999688858,116288,52408,0.9998591378282902,0.5751168920064849,-0.8346967534556979,0.513033676348643,-17.609082133696745,0.9729674276293865,0.19003779486092404,-3.071684800464582,-0.6350912970368655,0.6240604506951982,0.9197958864768381,0.9999999999998042,0.9999999999997945,0.9999999999996766,0.9999999999996544,0.9999999999994357,0.9999999999995066,0.9999999999999791,0.0
700,2,0.18551702797412872,5.545116588123733e-10,0.12085316330194473,1.130359209011722e-10,0.8671875,0.0,0.0,0.0,0.1328125,0.0,0.015625,0.001953125,0.0,0.0,0.982421875,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0078125,0.00390625,0.0,0.0,0.98828125,0.0,0.01873371688794031,0.9985293451773195,0.9978618597946811,0.9998773397183396,0.9997969866801809,0.9994060852926175,0.9999469451397514,0.9994514005214953,,-0.5652723121509091,-0.8670281438326263,0.2419984060363664,53377,3079,0.9991755516900142,49094,2601,0.99887639510964,6592,3079,0.9997400598017612,116288,52408,0.9999349424512796,0.4055181454276121,-4.354137007423818,0.9034062432247737,-47.68154411798157,0.9855687803264713,0.3088441324891042,0.8334944384511095,0.9532977136085754,0.6407165043680245,0.8698631809157721,0.9999999999986996,0.9999999999992049,0.9999999999987288,0.9999999999993328,0.9999999999989345,0.9999999999956264,0.9999999999999206,0.0
1000,0,0.2899991571903229,4.5028203388142174e-10,0.12886689603328705,8.448888810796973e-11,0.9208984375,0.0,0.0,0.0,0.0791015625,0.0,0.0107421875,0.001953125,0.0,0.0,0.9873046875,0.0,0.9453125,0.0009765625,0.0,0.0,0.0537109375,0.0,0.007751224544134543,0.0126953125,0.009765625,0.0,0.0,0.9775390625,0.0,0.02755221871028493,0.9379909141145797,0.9226062992067267,0.9868979384968107,0.9864401414250641,0.9994133110679567,0.9835667515017191,0.9738936905664969,,-0.990410234224949,-0.356287849097566,-0.24752630786829266,53377,3079,0.9987944363234098,49094,2601,0.9978800495957688,6592,3079,0.8673332119338291,116288,52408,0.9468440612625462,0.6682788828087133,-22.9419333368424,0.2248209162547166,-11.809156231051778,0.30004085768664385,-0.06766957091116708,-22.351701220723847,0.06808107349197487,-153.61531755401393,-0.10781734137735347,0.9999999999999982,0.9999999999999982,0.9999999999999993,0.9999999999999993,0.9999999999999344,0.9999999999999999,0.9999999999999999,0.0
1000,1,0.2899991571903229,4.5028203388142174e-10,0.12886689603328705,8.448888810796973e-11,0.9208984375,0.0,0.0,0.0,0.0791015625,0.0,0.0107421875,0.001953125,0.0,0.0,0.9873046875,0.0,0.9453125,0.0009765625,0.0,0.0,0.0537109375,0.0,0.007751224544134543,0.0126953125,0.009765625,0.0,0.0,0.9775390625,0.0,0.02755221871028493,0.9981679124629967,0.9966651960392551,0.9998111220215525,0.9997090178638557,0.9994896692745269,0.9999146800916867,0.9991243290764931,,-0.7458038110130434,-0.7439424504950672,0.009015813082984882,53377,3079,0.99922060852375,49094,2601,0.9987662693258814,6592,3079,0.9989138999688858,116288,52408,0.9998591378282902,0.5751168920064849,-0.8346967534556979,0.513033676348643,-17.609082133696745,0.9729674276293865,0.19003779486092404,-3.071684800464582,-0.6350912970368655,0.6240604506951982,0.9197958864768381,0.9999999999998042,0.9999999999997945,0.9999999999996766,0.9999999999996544,0.9999999999994357,0.9999999999995066,0.9999999999999791,0.0
1000,2,0.2899991571903229,4.5028203388142174e-10,0.12886689603328705,8.448888810796973e-11,0.9208984375,0.0,0.0,0.0,0.0791015625,0.0,0.0107421875,0.001953125,0.0,0.0,0.9873046875,0.0,0.9453125,0.0009765625,0.0,0.0,0.0537109375,0.0,0.007751224544134543,0.0126953125,0.009765625,0.0,0.0,0.9775390625,0.0,0.02755221871028493,0.9985293451773195,0.9978618597946811,0.9998773397183396,0.9997969866801809,0.9994060852926175,0.9999469451397514,0.9994514005214953,,-0.5652723121509091,-0.8670281438326263,0.2419984060363664,53377,3079,0.9991755516900142,49094,2601,0.99887639510964,6592,3079,0.9997400598017612,116288,52408,0.9999349424512796,0.4055181454276121,-4.354137007423818,0.9034062432247737,-47.68154411798157,0.9855687803264713,0.3088441324891042,0.8334944384511095,0.9532977136085754,0.6407165043680245,0.8698631809157721,0.9999999999986996,0.9999999999992049,0.9999999999987288,0.9999999999993328,0.9999999999989345,0.9999999999956264,0.9999999999999206,0.0
