seed,step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0.2865468827777001,0.0005613597901015,0.0002157454459881,0.0020596740478703,-0.0228503172766106,-0.0219410681052428
0,1,1,0.7796610864042455,7.277850674372175e-05,5.328666690109352e-05,0.001536379289833,-0.0266217847410439,-0.0144716723533168
0,1,2,1.3988486756580796,6.193919313642088e-05,1.5957104218697555e-05,0.0004353417463776,0.0879995729346506,-0.0167008447714496
0,2,0,0.5946598187546692,0.000200824785391,0.0002359797904008,0.0013624410041337,-0.0341326944598389,-0.0306402324380184
0,2,1,1.7319623184728583,2.325122341776572e-05,3.680467105949668e-05,0.0009920232128069,-0.0443482296636968,-0.0477708127693729
0,2,2,3.092725555024428,7.552112337686735e-05,1.166608543397909e-05,0.0003509560385956,0.2363010496664594,-0.0326598881251362
0,3,0,0.8828606141693405,0.0001371411941085,0.0002887862861396,0.0013844296701952,-0.0278348813654419,-0.0237719272361123
0,3,1,2.722318193129194,1.602215056528141e-05,1.931804505781245e-05,0.0009429443050393,-0.0421661635176468,-0.0439208232277452
0,3,2,5.226428810275687,7.737738527943268e-05,7.568739758484286e-06,0.0002777973446318,0.4064667388488853,-0.0258540720051362
0,5,0,1.340270088218358,0.0001316604255006,0.0004109961715401,0.0017129084196686,0.0181587629047116,0.0231236471897124
0,5,1,4.636032922483746,1.484049763830297e-05,5.0304297683938124e-06,0.0011686537295442,-0.0160246491674875,0.0037540718979416
0,5,2,10.773914256555836,5.010184581692377e-05,4.671184325907337e-06,0.0001508207956906,0.7195794760146778,0.0425619613906898
0,7,0,1.6085379234116437,0.0002186968602676,0.0004856457268431,0.0021573849627545,0.0928283052383894,0.041001518140875
0,7,1,5.738592476332373,1.75131015337456e-05,2.6374965785848066e-06,0.0013698514566485,0.048604422295829,-0.0159397982595115
0,7,2,15.22270535573282,4.4655358895101347e-05,7.290648398596375e-06,0.0001330901760225,0.9981436768527502,0.1304794278833063
0,9,0,1.7796329599079197,0.0003612568563585,0.0004766452438879,0.0024486402374837,0.1558927809251795,0.0316125944144763
0,9,1,6.444492078634336,1.860368181094472e-05,3.69420106025838e-06,0.0014083904084793,0.1414845142538575,-0.0680261452679928
0,9,2,19.27485852968071,4.440677581880534e-05,8.567111873643666e-06,0.0001414524421708,1.287353639606141,0.2956307797463768
0,11,0,1.9411906683686213,0.0004716876263775,0.0004439262007544,0.0027186871658512,0.206412894162064,0.0316100739965632
0,11,1,6.888092892873145,2.0728087582808077e-05,5.855942645366883e-06,0.0014490192515402,0.2039716414745564,-0.1084359535519339
0,11,2,20.859966217236803,4.725642582525257e-05,1.0149119677477911e-05,0.0001612964179529,1.4491942012799277,0.4146366829247639
0,14,0,2.3423790183498645,0.0005280353793448,0.0003871695381933,0.002584475703171,0.29936578833053,0.087789638592977
0,14,1,7.53579320351358,2.543997963607092e-05,6.424111325328059e-06,0.0013618151967339,0.2950555837156725,-0.1508507707809397
0,14,2,22.46916458853973,4.977816512548027e-05,9.65918315830796e-06,0.0001783292523053,1.6166427763754434,0.4529413764970298
0,18,0,3.1309368792264887,0.0005045731720449,0.0003132974949384,0.0020284553342237,0.4415319497614074,0.2135047288630647
0,18,1,8.690319165199167,3.1078879540488275e-05,4.746575513672206e-06,0.0011240320957947,0.4274896134461692,-0.198608195846008
0,18,2,23.607250820878356,5.465763466919333e-05,7.427473983138742e-06,0.0001875228583644,1.7706506519933394,0.4129975609645457
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0.4806068052182664,0.000552037308875,8.061407367158176e-05,0.0016699492673589,0.0604399631866608,0.0119836603284456
1,1,1,0.7634767321831494,0.00019320153547,0.0002353105161337,0.0007305749988974,0.0903350945390493,-0.0732296981764133
1,1,2,1.1394432902211202,7.225136303411927e-05,0.0001320532567935,0.0010890861642731,0.0758635361978945,-0.0841854819178522
1,2,0,1.025987134332966,0.0006418572464543,2.983419575593131e-05,0.001783221260747,0.1990995044473537,0.0073006499191052
1,2,1,1.7938356990101647,0.0001123385481322,1.3595939969903758e-05,0.0003273373462485,0.1638901894848007,-0.0479311718236055
1,2,2,2.799648872525531,2.4742123277529384e-05,2.363163222610103e-05,0.0004641314461473,0.1222152121267483,-0.0416754531139737
1,3,0,1.65694767731244,0.0006033703072718,2.433847028333827e-05,0.0014873163031342,0.3412799816902043,0.0155579358009695
1,3,1,3.137361395508357,8.891801026739776e-05,5.9671223247899e-06,0.0002837787486925,0.2596755160352258,-0.0082570357124659
1,3,2,4.939959912717364,2.155212449042845e-05,7.79717931378568e-06,0.0002773294320114,0.2161493511696035,0.0249848629007031
1,5,0,2.767191257485385,0.0005980728810203,2.7267780325918117e-05,0.0013168777098376,0.5954402696421102,0.0173512280049481
1,5,1,5.492955985326718,0.0001025047884591,4.720039591188462e-06,0.000283185877251,0.5437878215136849,0.0622252227725823
1,5,2,9.222354741815357,3.894610257723777e-05,7.632045387409669e-06,0.0003154796175375,0.5752289950567488,0.1805034046951653
1,7,0,3.580861078876434,0.0005709718508095,4.53776656089331e-05,0.0014058970075623,0.761273939682368,-0.0164910759775412
1,7,1,7.025714031345017,0.0001300729900854,4.74044378022797e-06,0.0003381629613303,0.7961024648540477,0.1088009775187562
1,7,2,11.838869535611872,5.403498387981767e-05,8.853551146591126e-06,0.0003097193443092,0.8743381115525625,0.2896997889760512
1,9,0,4.059617785771091,0.0005608542023534,7.063002349330853e-05,0.0016932928767786,0.8557930840227364,-0.0660787122432879
1,9,1,7.776499561187887,0.0001571802127735,5.336312637311246e-06,0.0003826900239416,0.9720448203870262,0.0886173810150858
