step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
3,1,0.010896955616772175,1.0732303934446463e-08,0.007898939773440361,7.454830530662093e-09,0.015625,0.0,0.0,0.0,0.9833984375,0.0009765625,0.0,0.0087890625,0.0,0.0,0.9912109375,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.974462371007164,0.9785365790521301,0.9985850557769782,0.9984257732220275,0.9993338409877879,0.9987200494764489,0.9937158167956497,,-0.9558108928275522,-0.55628182227576,0.1252094724913905,50789,2080,0.9986739824339134,51928,2656,0.9991007135895498,5572,2080,0.986616668309583,117308,50816,0.9985097692173763,0.6607821290505465,0.5930388444158965,0.7963961147050618,-7.481655733566635,0.405280077887933,0.2580765980689318,-37.8555207547472,-0.03258261156679152,0.002322051980217177,0.7071501599796889,0.5308397203412571,0.5599540644555502,0.6727786435254476,0.7183618380017177,0.7796578462522635,0.517290493552183,0.6299313335537291,0.0
3,2,0.010896955616772175,1.0732303934446463e-08,0.007898939773440361,7.454830530662093e-09,0.015625,0.0,0.0,0.0,0.9833984375,0.0009765625,0.0,0.0087890625,0.0,0.0,0.9912109375,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.997983441473182,0.9990804534275546,0.9998970473974057,0.999936181623314,0.9995056045032419,0.9999070579392829,0.9997438581564463,,-0.4906771568619869,-0.48382838939610046,0.28954115470667824,50789,2080,0.9992790413227142,51928,2656,0.9996822805297176,5572,2080,0.9999346533646588,117308,50816,0.9999206889496822,0.47773324467189393,-62.10667818540298,-0.21833075383849662,-0.9741325086427972,0.7795739405335337,-0.11413901920585473,0.9171901853578707,0.9771846438403377,0.4757654860081071,0.8038144195661084,0.6916570154547659,0.8004936656848519,0.7043118373830523,0.8174479186884854,0.7381439267740763,0.8020017069087563,0.7406898718003713,0.0
5,0,0.07485374063253403,2.1447762676984894e-08,0.029372194781899452,1.19066188020156e-08,0.1171875,0.0,0.0,0.0,0.8818359375,0.0009765625,0.0009765625,0.03125,0.0,0.0,0.966796875,0.0009765625,0.0185546875,0.0,0.0,0.0,0.9814453125,0.0,0.0,0.013671875,0.052734375,0.0,0.0,0.9306640625,0.0029296875,0.10552298952531328,0.895226436998967,0.9146449375282909,0.9968005155384567,0.9964929288936818,0.9991432937375495,0.9926676368408454,0.9824293884389105,,-0.9680768853919649,-0.4413107810734278,0.0072410564378547265,50789,2080,0.9984198137879399,51928,2656,0.9986616973149722,5572,2080,0.8858013593045153,117308,50816,0.9799987323388868,0.691650174355751,0.8894578389444153,0.9458128949417639,0.8124957180044774,0.933802804676572,0.17615829322872628,-87.01373839228462,0.14782273526355758,-1.7291679297357905,-0.05710472334528938,0.8179085953261119,0.7989033788616084,0.6993788143875976,0.6998732057376801,0.3662651228873705,0.7826059215354984,0.7325021156770547,0.0
5,1,0.07485374063253403,2.1447762676984894e-08,0.029372194781899452,1.19066188020156e-08,0.1171875,0.0,0.0,0.0,0.8818359375,0.0009765625,0.0009765625,0.03125,0.0,0.0,0.966796875,0.0009765625,0.0185546875,0.0,0.0,0.0,0.9814453125,0.0,0.0,0.013671875,0.052734375,0.0,0.0,0.9306640625,0.0029296875,0.10552298952531328,0.9627270985232136,0.9670782004368618,0.9980678213138702,0.9977504140149542,0.9989215644109749,0.9986294448095667,0.9904824990137776,,-0.9640535956974117,-0.6360660087522105,-0.009938233280565733,50789,2080,0.9981359877483768,51928,2656,0.9987088699725466,5572,2080,0.9833303695555204,117308,50816,0.9984387063086999,0.6688910051140917,0.5166372380708206,0.7597704774300039,-8.825303506472176,0.3732690957110335,0.2538110385315053,-13.793915950476244,-0.049649285569365494,-0.6806549132317359,0.7245271711454943,-0.2558773753772275,-0.2772373509607026,0.3858603023290552,0.3824948785530532,0.6066754670804533,-0.08268409714459161,0.01440041401274281,0.0
5,2,0.07485374063253403,2.1447762676984894e-08,0.029372194781899452,1.19066188020156e-08,0.1171875,0.0,0.0,0.0,0.8818359375,0.0009765625,0.0009765625,0.03125,0.0,0.0,0.966796875,0.0009765625,0.0185546875,0.0,0.0,0.0,0.9814453125,0.0,0.0,0.013671875,0.052734375,0.0,0.0,0.9306640625,0.0029296875,0.10552298952531328,0.9953834782350023,0.9949997257185877,0.9996070056965639,0.9994944205613572,0.9987621164571724,0.9998282712922778,0.9985978784738173,,-0.8838596593367013,-0.8828686191929016,-0.093770021108637,50789,2080,0.9987048512716858,51928,2656,0.9986246129965187,5572,2080,0.999877685070659,117308,50816,0.9997472265611724,0.5776335055675591,-1.4907522786789515,0.7294125118330476,-12.853557254967074,0.8159177538282901,0.16037015459416382,0.8925699367393953,0.9604666236514662,0.36203045389345423,0.8601704999271325,0.3262642927699589,0.1914650694514134,0.18212038989133986,0.021484401266581712,0.3181147152144308,0.5921944978518003,0.13662546450899432,0.0
7,0,0.5300835371017456,1.1375043129646656e-08,0.6495746374130249,1.9142680329764517e-08,0.84765625,0.0,0.0,0.0,0.14453125,0.0078125,0.0224609375,0.3681640625,0.0,0.0,0.6083984375,0.0009765625,0.4482421875,0.0,0.0,0.0,0.5517578125,0.0,0.0,0.2255859375,0.3046875,0.0,0.0,0.341796875,0.1279296875,0.20237240385919716,0.8800694762514658,0.8918785988806773,0.9963403575591048,0.9960267279913702,0.9989963197394209,0.9916453412765179,0.9792768179031798,,-0.9776052478876293,-0.5630494348206482,-0.03998544446957424,50789,2080,0.9981884406859237,51928,2656,0.9983946148350734,5572,2080,0.828595179383014,117308,50816,0.9851640986977228,0.6082815560246794,0.5083519398660825,0.7933442796834861,0.3222125975155423,0.8686684024320953,0.18748981444485469,-45.89229598075705,0.2025404170297296,-1.316521753060691,-0.02841844470460759,0.699386439180943,0.6546585958125094,0.5354651370923833,0.4868246515924586,0.10445297643748698,0.7447877362116659,0.531134257779132,0.0
7,1,0.5300835371017456,1.1375043129646656e-08,0.6495746374130249,1.9142680329764517e-08,0.84765625,0.0,0.0,0.0,0.14453125,0.0078125,0.0224609375,0.3681640625,0.0,0.0,0.6083984375,0.0009765625,0.4482421875,0.0,0.0,0.0,0.5517578125,0.0,0.0,0.2255859375,0.3046875,0.0,0.0,0.341796875,0.1279296875,0.20237240385919716,0.9580332630105823,0.9669727870768526,0.9972908974469183,0.9970026096191653,0.9986094688664472,0.9985161398719843,0.9889228761423423,,-0.9658644055250675,-0.7098735351364204,-0.21021274061107798,50789,2080,0.9981277592151554,51928,2656,0.9983667257195896,5572,2080,0.977920252447531,117308,50816,0.9982710531782394,0.6143777387411569,0.6235610241299683,0.9342356867014043,-10.37753285373236,0.3414759542684021,0.36062843617692225,-7.386474055226959,0.017423126172949076,0.0193557983882231,0.7287927525494308,-0.2958310959250622,-0.3371294629754537,0.2296707511889361,0.19718739520128079,0.13419648985567895,-0.026841631044395513,-0.0945250132418505,0.0
7,2,0.5300835371017456,1.1375043129646656e-08,0.6495746374130249,1.9142680329764517e-08,0.84765625,0.0,0.0,0.0,0.14453125,0.0078125,0.0224609375,0.3681640625,0.0,0.0,0.6083984375,0.0009765625,0.4482421875,0.0,0.0,0.0,0.5517578125,0.0,0.0,0.2255859375,0.3046875,0.0,0.0,0.341796875,0.1279296875,0.20237240385919716,0.9825837630942351,0.9825607284896443,0.9984775916357732,0.9981723394504158,0.9984305752016387,0.9997040964294027,0.9938906456774842,,-0.917977692106498,-0.8890850868262578,0.09278297520297125,50789,2080,0.9974193212405756,51928,2656,0.998061345127437,5572,2080,0.9998918350953669,117308,50816,0.9994697777290608,0.5770588610854225,-16.5197431182625,0.35401502872391966,-14.043423469405793,0.862742120242807,0.14507249104583897,0.8090028839867371,0.9163789365575034,0.6859719050823916,0.9163928571921177,0.18445892336257294,-0.01103816297151399,-0.09544410548616064,-0.32778104561113963,0.35473454442023966,0.3959621106430521,-0.11515714464943717,0.0
9,0,0.5978490114212036,6.503636296173454e-09,0.7003791928291321,7.93234455898073e-09,0.919921875,0.0009765625,0.0,0.0,0.0771484375,0.001953125,0.0439453125,0.22265625,0.0,0.0,0.7314453125,0.001953125,0.9306640625,0.0009765625,0.0,0.0,0.0654296875,0.0029296875,0.007751224544134543,0.2939453125,0.19921875,0.0,0.0,0.3544921875,0.15234375,0.1985282149933291,0.8466277561383052,0.8794113385792433,0.9961356336510039,0.9958535293210724,0.9988362305101433,0.9893329378320759,0.9769876975015072,,-0.9830511337792317,-0.6988585615808367,-0.037850463079712335,50789,2080,0.9973903025864803,51928,2656,0.9983207251816719,5572,2080,0.7925674568423897,117308,50816,0.9881227852688431,0.5670410032253714,0.11110052248471691,0.6827322159167728,-0.5981379573867716,0.742412793635342,0.15722477010938465,-31.719834627437983,0.25330096088186754,-1.4353307357242255,0.009159262959867949,0.580749172525949,0.5350010626610445,0.5010582502663758,0.4340930856126649,0.07153446445548232,0.7469651051042041,0.4473571739581583,0.0
9,1,0.5978490114212036,6.503636296173454e-09,0.7003791928291321,7.93234455898073e-09,0.919921875,0.0009765625,0.0,0.0,0.0771484375,0.001953125,0.0439453125,0.22265625,0.0,0.0,0.7314453125,0.001953125,0.9306640625,0.0009765625,0.0,0.0,0.0654296875,0.0029296875,0.007751224544134543,0.2939453125,0.19921875,0.0,0.0,0.3544921875,0.15234375,0.1985282149933291,0.9614964291918519,0.96755718722793,0.9964436148572438,0.99622190753854,0.9984284017231293,0.9987828088301932,0.9872890683361766,,-0.9664549523222116,-0.7708036405266666,-0.2929092889357808,50789,2080,0.9974886119870338,51928,2656,0.9979604703371088,5572,2080,0.9862972688168734,117308,50816,0.9978394282056307,0.5717842991144801,0.5217030145223791,0.7623454376035674,-12.599534590332254,0.31879185172960056,0.42341151325083687,-4.058568314874783,0.16844232556215097,0.6788201507154996,0.8284936911071463,-0.16515009195801678,-0.21063109648759468,0.25298281215729707,0.19745868032537536,-0.01286662348785505,-0.15419163235097452,0.03712384819178978,0.0
9,2,0.5978490114212036,6.503636296173454e-09,0.7003791928291321,7.93234455898073e-09,0.919921875,0.0009765625,0.0,0.0,0.0771484375,0.001953125,0.0439453125,0.22265625,0.0,0.0,0.7314453125,0.001953125,0.9306640625,0.0009765625,0.0,0.0,0.0654296875,0.0029296875,0.007751224544134543,0.2939453125,0.19921875,0.0,0.0,0.3544921875,0.15234375,0.1985282149933291,0.9767787809891199,0.9769582351853563,0.9979899435176045,0.9976822017239048,0.9981337385919954,0.9997540744243394,0.9918260097076641,,-0.9186349238745607,-0.961932485939332,0.37602323325730247,50789,2080,0.996857486529347,51928,2656,0.9976706672980191,5572,2080,0.9998441005818,117308,50816,0.9995333214318617,0.5711897451844329,-14.594234292086666,0.38936431596665255,-14.15091223906431,0.5349517157945978,0.11745296842405474,0.8029992768861183,0.9226331520147448,0.6935018413164679,0.9206240219966411,0.10246257132468056,-0.09813168529129448,0.0424712493438842,-0.2038959700350847,0.30868906500691745,0.21047577828391253,-0.07021306862840018,0.0
11,0,0.5551895499229431,4.527392238884431e-09,0.6450508236885071,4.0431973324928094e-09,0.9384765625,0.0009765625,0.0,0.0,0.056640625,0.00390625,0.0712890625,0.1240234375,0.0,0.0,0.802734375,0.001953125,0.9462890625,0.0009765625,0.0,0.0,0.0478515625,0.0048828125,0.007751224544134543,0.298828125,0.1552734375,0.0,0.0,0.3720703125,0.173828125,0.1812069545800701,0.8542498844245326,0.8873852840419822,0.9962535564117223,0.9960270166841586,0.9985397141362385,0.9896667828653953,0.9783830166480689,,-0.9792780299737442,-0.7173233337821506,0.004022695227308853,50789,2080,0.9967772109882719,51928,2656,0.997642677788695,5572,2080,0.7910218520393433,117308,50816,0.989244691253758,0.5325579499415776,-6.203207436879038,0.33071308554681483,-3.375378495896145,0.5493384002001178,0.15159826089758285,-23.070439875073053,0.31947076921205436,-1.8502247606376248,-0.01219590345174502,0.5345489293944272,0.47514159516961924,0.5009909922359977,0.4416665841615816,0.09701336605965273,0.695579022365732,0.43851167436347915,0.0
11,1,0.5551895499229431,4.527392238884431e-09,0.6450508236885071,4.0431973324928094e-09,0.9384765625,0.0009765625,0.0,0.0,0.056640625,0.00390625,0.0712890625,0.1240234375,0.0,0.0,0.802734375,0.001953125,0.9462890625,0.0009765625,0.0,0.0,0.0478515625,0.0048828125,0.007751224544134543,0.298828125,0.1552734375,0.0,0.0,0.3720703125,0.173828125,0.1812069545800701,0.9595167750250149,0.9663319177236673,0.9961775268889291,0.9960620336112512,0.9982176016499291,0.9986182504375583,0.9867952669716518,,-0.9564088692997234,-0.685375463182369,-0.3009468437471163,50789,2080,0.9964241699517711,51928,2656,0.9976647384780198,5572,2080,0.9850865471367197,117308,50816,0.9975771962955353,0.5325693957510278,-5.564804747513229,0.331594520142099,-8.194025382172878,0.3801438826187483,0.46120446953426436,-2.921344952647445,0.23744557346816092,0.8145610398096661,0.9132098366051915,-0.17935995620332482,-0.26556658260735744,0.2656968393638848,0.17552623817727805,-0.15617762128872606,-0.2838318022595217,0.05889269977107334,0.0
11,2,0.5551895499229431,4.527392238884431e-09,0.6450508236885071,4.0431973324928094e-09,0.9384765625,0.0009765625,0.0,0.0,0.056640625,0.00390625,0.0712890625,0.1240234375,0.0,0.0,0.802734375,0.001953125,0.9462890625,0.0009765625,0.0,0.0,0.0478515625,0.0048828125,0.007751224544134543,0.298828125,0.1552734375,0.0,0.0,0.3720703125,0.173828125,0.1812069545800701,0.9732676983144826,0.9776499238871377,0.9979403371633013,0.9976867748411675,0.9977277048018068,0.9997779917021202,0.9915528513429341,,-0.8814254386494368,-0.9461435739681082,0.27937630071054353,50789,2080,0.9964089497940981,51928,2656,0.9970262510940926,5572,2080,0.999771547579327,117308,50816,0.999561401708481,0.5557563809465229,-11.971162306434701,0.4462878336974197,-14.433574952462093,0.46692270928855206,0.1843115277315819,0.7929141051885302,0.9427217390196626,0.8573740285461994,0.9852038309003122,0.10550486726351957,-0.0020193641998657486,0.03838528878042736,-0.10372533299825745,0.1721435210358219,0.04292276370767501,0.003731786006179506,0.0
14,0,0.5816490650177002,3.869523812483067e-09,0.617472767829895,2.299452850351713e-09,0.9375,0.0,0.0,0.0,0.0625,0.0,0.068359375,0.1005859375,0.0,0.0,0.830078125,0.0009765625,0.9541015625,0.0009765625,0.0,0.0,0.041015625,0.00390625,0.007751224544134543,0.3134765625,0.1455078125,0.0,0.0,0.396484375,0.14453125,0.19010388796711877,0.8449799971868753,0.8642726140619479,0.9955398466451492,0.9954118428772966,0.998218296374013,0.9881666474541003,0.974347528960517,,-0.9690580813605586,-0.7411215086095978,-0.05721624014308867,50789,2080,0.9953953892515577,51928,2656,0.9974888187087464,5572,2080,0.7957535048307858,117308,50816,0.9896756398454261,0.4307856938635011,-17.316116248530992,0.22986866404945802,-3.750912416256817,0.5352209041218258,0.11565136000956185,-9.461836393531454,0.37056412144477696,-1.2715338222777666,-0.05375186173321231,0.44170025709704724,0.333597199035446,0.5114498436583967,0.4340731810359341,0.10930920368112106,0.6803352270458342,0.37695404114560627,0.0
