step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,base_dec_det,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,own_dec_det,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std
0,0,D,0.03767083554526218,-0.037449178444012965,0.9516590365682651,0.04811930633055306,0.00022165710127564076,0.9893298721134816,-0.8284197162483835,0.0,0.03767083554526218,-0.037449178444012965,0.9516590365682651,0.04811930633055306,0.00022165710127564076,0.9893298721134816,-0.8284197162483835,0.0,0.0006287298165261745,2.243183860883846e-09,0.0017040797974914312,3.073544974085962e-09,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.9912109375,0.001953125,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386
0,0,O,-0.025339490349475025,0.023952938383321687,0.07263006675310801,0.9287564852131451,-0.0013865519661326875,0.047290576403545614,0.806833989727263,0.0,-0.025339490349475025,0.023952938383321687,0.07263006675310801,0.9287564852131451,-0.0013865519661326875,0.047290576403545614,0.806833989727263,0.0,0.0006287298165261745,2.243183860883846e-09,0.0017040797974914312,3.073544974085962e-09,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.9912109375,0.001953125,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386
0,1,D,0.07332109525951946,-0.07272992658019517,1.0076383674213636,-0.008229536100692103,0.0005911686793144688,1.0809594626808892,-0.869816881682338,0.0,0.07332109525951946,-0.07272992658019517,1.0076383674213636,-0.008229536100692103,0.0005911686793144688,1.0809594626808892,-0.869816881682338,0.0,0.0006287298165261745,2.243183860883846e-09,0.0017040797974914312,3.073544974085962e-09,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.9912109375,0.001953125,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386
0,1,O,0.03182446519479332,-0.01150910636023339,-0.00673896919237349,0.986423610357803,0.020315358834553876,0.025085496002421936,1.0364961511052093,0.0,0.03182446519479332,-0.01150910636023339,-0.00673896919237349,0.986423610357803,0.020315358834553876,0.025085496002421936,1.0364961511052093,0.0,0.0006287298165261745,2.243183860883846e-09,0.0017040797974914312,3.073544974085962e-09,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.9912109375,0.001953125,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386
0,2,D,-0.013756746586544466,0.01415119502113793,0.9848421503594482,0.014763401205967974,0.0003944484345895227,0.9710854037728912,-0.9979866907611523,0.0,-0.013756746586544466,0.01415119502113793,0.9848421503594482,0.014763401205967974,0.0003944484345895227,0.9710854037728912,-0.9979866907611523,0.0,0.0006287298165261745,2.243183860883846e-09,0.0017040797974914312,3.073544974085962e-09,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.9912109375,0.001953125,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386
0,2,O,0.007795853555738086,-0.012898306807566762,0.011370065551598196,0.9937323877002298,-0.00510245325182998,0.019165919107334894,1.0030564825119095,0.0,0.007795853555738086,-0.012898306807566762,0.011370065551598196,0.9937323877002298,-0.00510245325182998,0.019165919107334894,1.0030564825119095,0.0,0.0006287298165261745,2.243183860883846e-09,0.0017040797974914312,3.073544974085962e-09,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.9912109375,0.001953125,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386
1,0,D,1.8239784450295802,-1.7683018064397666,-1.7985370827873943,2.7428604441976576,0.05567663858984484,0.025441362242098364,8.133677778454533,0.0,0.04266763554270936,-0.04100520237541905,0.9650691269736377,0.033268439859111265,0.0016624331672504544,1.007736762516318,-0.8481278491964022,0.0,0.0021650302223861217,4.661345087697555e-09,0.0028101971838623285,4.3974055508044785e-09,0.0048828125,0.0,0.0,0.0,0.994140625,0.0009765625,0.0,0.0048828125,0.0,0.0,0.994140625,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
1,0,O,1.9197166489925768,-1.8674985296556441,-2.9908654013625284,3.938647282025679,0.052218119336954194,-1.0711487523700427,10.716727862036528,0.0,-0.005269784924751608,0.00362724934702352,0.06455259994822271,0.9370899356295881,-0.0016425355777781592,0.05928281502341726,0.8636403014096408,0.0,0.0021650302223861217,4.661345087697555e-09,0.0028101971838623285,4.3974055508044785e-09,0.0048828125,0.0,0.0,0.0,0.994140625,0.0009765625,0.0,0.0048828125,0.0,0.0,0.994140625,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
1,1,D,-0.40727926126122227,0.3441762550758164,0.4065335857882858,0.6565694203971104,-0.06310300618541015,-0.0007456754729348036,-0.501419681728213,0.0,0.09049081603515763,-0.09536219259042866,0.9195560201610499,0.08531535639420929,-0.004871376555262125,1.0100468361962236,-0.6483876551412402,0.0,0.0021650302223861217,4.661345087697555e-09,0.0028101971838623285,4.3974055508044785e-09,0.0048828125,0.0,0.0,0.0,0.994140625,0.0009765625,0.0,0.0048828125,0.0,0.0,0.994140625,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
1,1,O,-0.3458385148196673,0.30611855531843124,-0.6637256642542223,1.7034456237554496,-0.03971995950124657,-1.009564179073891,1.7152142178715597,0.0,0.04377763104583465,-0.028910155862712283,-0.0275690910066142,1.0127016158234832,0.014867475183127282,0.01620854003923644,1.1129584937386836,0.0,0.0021650302223861217,4.661345087697555e-09,0.0028101971838623285,4.3974055508044785e-09,0.0048828125,0.0,0.0,0.0,0.994140625,0.0009765625,0.0,0.0048828125,0.0,0.0,0.994140625,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
1,2,D,-0.0299588015470289,0.2195155528665398,1.0350390401803435,-0.22459579149984543,0.1895567513195074,1.0050802386332989,-1.5091091860937498,0.0,-0.017360645029576904,0.01815061580002597,0.9854858952298002,0.013724133999753474,0.0007899707704514536,0.9681252502002373,-1.0072730220596724,0.0,0.0021650302223861217,4.661345087697555e-09,0.0028101971838623285,4.3974055508044785e-09,0.0048828125,0.0,0.0,0.0,0.994140625,0.0009765625,0.0,0.0048828125,0.0,0.0,0.994140625,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
1,2,O,0.03359376348032872,0.03808754161177719,0.08215960420795326,0.8461590906999379,0.07168130509210321,0.11575336768828282,0.7595057083605035,0.0,0.0054405252235443236,-0.008345577598708687,0.011094127311303215,0.9918109250638822,-0.0029050523751651403,0.016534652534848426,0.994502900574814,0.0,0.0021650302223861217,4.661345087697555e-09,0.0028101971838623285,4.3974055508044785e-09,0.0048828125,0.0,0.0,0.0,0.994140625,0.0009765625,0.0,0.0048828125,0.0,0.0,0.994140625,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
2,0,D,3.660374966839593,-3.6721530594707827,-5.284593402249074,6.296371494880345,-0.011778092631165693,-1.624218435409551,18.9134929234399,0.0,0.07134403577770465,-0.06958288331998905,0.9404968333413317,0.057742014200941494,0.001761152457712245,1.0118408691190222,-0.741827900042507,0.0,0.0046895225532352924,6.914834926874391e-09,0.004660337697714567,5.7200262304490934e-09,0.0078125,0.0,0.0,0.0,0.990234375,0.001953125,0.0,0.00390625,0.0,0.0,0.994140625,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.9970703125,0.0,0.007751224544134543,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
2,0,O,3.834671526608713,-3.8683934744894914,-6.6188971586780445,7.6526191065588804,-0.03372194788074023,-2.7842256320694068,21.974581266335203,0.0,0.017312587515327937,-0.020219977667090244,0.05718504361755472,0.9457223465341635,-0.0029073901517723266,0.07449763113291996,0.926069868099253,0.0,0.0046895225532352924,6.914834926874391e-09,0.004660337697714567,5.7200262304490934e-09,0.0078125,0.0,0.0,0.0,0.990234375,0.001953125,0.0,0.00390625,0.0,0.0,0.994140625,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.9970703125,0.0,0.007751224544134543,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
2,1,D,-0.2972420631953837,0.11712264922615512,-0.3400785905068898,1.520198004476102,-0.1801194139692311,-0.6373206537022648,1.445911882561428,0.0,0.09311203094761583,-0.10187298169002057,0.895113774736236,0.11364717600614427,-0.008760950742384865,0.9882258056838693,-0.5864815860924533,0.0,0.0046895225532352924,6.914834926874391e-09,0.004660337697714567,5.7200262304490934e-09,0.0078125,0.0,0.0,0.0,0.990234375,0.001953125,0.0,0.00390625,0.0,0.0,0.994140625,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.9970703125,0.0,0.007751224544134543,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
2,1,O,-0.363721607267088,0.22195908123471797,-1.3453620569922218,2.487124583024584,-0.1417625260323841,-1.7090836642593104,3.246805951514969,0.0,0.0299597386843677,-0.02074995582276906,-0.02771049127759062,1.0185007084159863,0.009209782861602511,0.0022492474067909995,1.096920894200697,0.0,0.0046895225532352924,6.914834926874391e-09,0.004660337697714567,5.7200262304490934e-09,0.0078125,0.0,0.0,0.0,0.990234375,0.001953125,0.0,0.00390625,0.0,0.0,0.994140625,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.9970703125,0.0,0.007751224544134543,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
2,2,D,0.046342225249914604,0.2817666710219362,1.0142043348199294,-0.3423132310917749,0.32810889627185,1.0605465600698265,-1.5919420116837162,0.0,-0.023135564324348268,0.018824408719853913,0.997426813691917,0.006884341912566427,-0.004311155604482246,0.9742912493675799,-1.0325024448235416,0.0,0.0046895225532352924,6.914834926874391e-09,0.004660337697714567,5.7200262304490934e-09,0.0078125,0.0,0.0,0.0,0.990234375,0.001953125,0.0,0.00390625,0.0,0.0,0.994140625,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.9970703125,0.0,0.007751224544134543,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
2,2,O,0.07396639783975023,0.056923208865966135,0.11893250030413621,0.7501778929901489,0.13088960670571378,0.1928988981438856,0.6482885816597674,0.0,0.005702316265450813,-0.009540895532499594,0.013156817108069874,0.9906817621590025,-0.0038385792670542693,0.018859133373516912,0.9927681568488973,0.0,0.0046895225532352924,6.914834926874391e-09,0.004660337697714567,5.7200262304490934e-09,0.0078125,0.0,0.0,0.0,0.990234375,0.001953125,0.0,0.00390625,0.0,0.0,0.994140625,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.9970703125,0.0,0.007751224544134543,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543
3,0,D,6.012051706859911,-6.028478408181905,-9.222315072848588,10.238741774170679,-0.01642670132197188,-3.210263365988819,31.501586962061197,0.0,0.0756812639361426,-0.07745355445102664,0.9282873901894013,0.07348490032542698,-0.0017722905149071266,1.0039686541255692,-0.7016676714768435,0.0,0.010896955616772175,1.0732303934446463e-08,0.007898939773440361,7.454830530662093e-09,0.015625,0.0,0.0,0.0,0.9833984375,0.0009765625,0.0,0.0087890625,0.0,0.0,0.9912109375,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,0,O,6.159778207240427,-6.212949176278893,-10.67591962533335,11.729090594371915,-0.05317096903843699,-4.516141418093039,34.77773760322465,0.0,0.020941275600343978,-0.02700985543416312,0.049368898011918017,0.9566996818218196,-0.00606857983380138,0.07031017361228198,0.9552819148444085,0.0,0.010896955616772175,1.0732303934446463e-08,0.007898939773440361,7.454830530662093e-09,0.015625,0.0,0.0,0.0,0.9833984375,0.0009765625,0.0,0.0087890625,0.0,0.0,0.9912109375,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,1,D,-0.21210312476437554,-0.052570107952055634,-1.2302510571634575,2.494924289879868,-0.264673232716435,-1.442354181927823,3.565642330230956,0.0,0.009142941090121072,-0.01823645668899293,0.9597886812522542,0.04930483434658761,-0.00909351559884386,0.9689316223423582,-0.8831044491265283,0.0,0.010896955616772175,1.0732303934446463e-08,0.007898939773440361,7.454830530662093e-09,0.015625,0.0,0.0,0.0,0.9833984375,0.0009765625,0.0,0.0087890625,0.0,0.0,0.9912109375,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,1,O,-0.4950453338581483,0.297541568658508,-2.06543623666113,3.262940001860759,-0.1975037651996508,-2.5604815705192694,4.535789336005181,0.0,0.0056669181959282736,-0.0033986140578418644,-0.0240281545328348,1.0217598503947012,0.0022683041381241775,-0.018361236336925768,1.0548535371813506,0.0,0.010896955616772175,1.0732303934446463e-08,0.007898939773440361,7.454830530662093e-09,0.015625,0.0,0.0,0.0,0.9833984375,0.0009765625,0.0,0.0087890625,0.0,0.0,0.9912109375,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
