step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,r2_PM_given_D,n_PM_given_O,r2_PM_given_O,n_PD_given_M,r2_PD_given_M,n_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi
3,1,0.00802063848823309,4.5252885882973715e-09,0.020131628960371017,5.006569603338562e-10,0.9946664081395624,0.9941545395148231,0.999452715053855,0.9994110434856006,0.9990604414690022,0.999877913872815,0.9978930774437512,-0.6396759082175578,-0.9220123201884001,0.18525380383485762,53377,0.9978560070477208,49094,0.9980696435201208,6592,0.9995241576612557,116288,0.9999021298534195,-0.10366953340541112,-13.22194040596545,0.6173220976880869,-97.00593533460068,0.49193785000539636,-0.06353695338131482,0.5476666933144827,0.9767681377183193,0.5949848174970861,0.8677570230564778,0.7536334828546088,0.7063903756026944,0.7720698720984233,0.7151205855091315,0.7923119845566793,0.6017026591792651,0.7308572031456724
3,2,0.00802063848823309,4.5252885882973715e-09,0.020131628960371017,5.006569603338562e-10,0.9969795799883469,0.9978453204201514,0.9997387454581982,0.9997803464259706,0.9989480174325693,0.9999329897687673,0.9992224177033189,-0.6944329467096151,-0.9175933943021585,0.21616482471486634,53377,0.9990106681828325,49094,0.9990446657619126,6592,0.9997826501486753,116288,0.9999503028268347,0.06826353713000784,-14.679010183135894,0.8811504624179988,-5.9518983495138515,-0.6630375903159251,0.04505839371656715,-0.0028459731302055147,0.9004518584231286,0.33272733931273435,0.8215206954170295,0.47462684231107166,0.7861354941342782,0.4375329860057553,0.8006423513536997,0.3774823155791709,0.6400565089629596,0.6036827113277303
5,0,0.04914398863911629,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09,0.8749115202222267,0.8423933062851925,0.9941528968827199,0.9936586809384411,0.9949758571079218,0.9843411100363876,0.97118110014888,-0.6338476115495153,0.21891006572097496,0.23144501176325347,53377,0.9857471066706676,49094,0.9869594994507295,6592,0.7363365263738606,116288,0.9740287673297174,0.6605262254644939,-12.714328131161803,0.2996854910334547,-0.32935069198996625,0.6649540631253923,0.3922629012793772,-52.63395370352526,0.19001181764744646,-39.06668874271939,0.1050048925048124,0.5072036700189289,0.4502001133106729,0.6749739260219391,0.7118505281278622,0.4437454067077687,0.6559883371695339,0.41414800353057746
5,1,0.04914398863911629,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09,0.9930185803535141,0.9926358977868305,0.9992059244367992,0.9991493793908479,0.9985146044922241,0.9998557242987538,0.9971147957958428,-0.6288807838725112,-0.8849464273432562,0.1692257398355242,53377,0.9961731559773292,49094,0.9976181564687263,6592,0.9995228094441908,116288,0.9998288875001171,0.14013615348390698,-2.954664591929378,0.7356891541965307,-54.18208384058742,0.5692081703411593,-0.025726393561927567,0.7185526300049627,0.9556500257359293,0.7785151206509963,0.9128751978582637,0.6018150996428655,0.5343178052025312,0.6940990051437664,0.5872979189342766,0.6027529170422657,0.5162793113556592,0.6063224494943822
5,2,0.04914398863911629,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09,0.995054241121114,0.9959821253876991,0.999389235238597,0.9994875364040121,0.998295144485348,0.9999446746171217,0.9982975632186473,-0.6162547651805349,-0.9384316833396763,0.3533339158237065,53377,0.9980525154176736,49094,0.9980897672995412,6592,0.9997089455952465,116288,0.9999331579518602,0.10293507624521181,-12.743496059144771,0.7828599837746805,-48.26095291597471,-0.014019656479764294,0.1453209807144281,0.08515531269184129,0.9080877687980128,0.7628093261758867,0.9618686492253811,0.348342144752947,0.5535127667407543,0.3373058810003269,0.4892757519740303,0.34643881877907595,0.35046097557891853,0.42543211420970484
7,0,0.26586461067199707,1.8731402207095016e-08,0.4375704824924469,1.6062892127521877e-09,0.8772965213999575,0.8476869845473346,0.9938569123460713,0.99333838422393,0.9942118488439667,0.9847994450219363,0.9707186310060317,-0.4039624582541201,0.1354090692811114,0.04112886169265848,53377,0.9816576557700645,49094,0.9861919319245698,6592,0.7685888660622129,116288,0.9728325867997291,0.6423262032730507,-41.25132769775976,0.1859427984002446,-0.2950226820426842,0.6684203051466256,0.3608752665329045,-36.10663969334291,0.1883633083440479,-11.181753694096844,0.2147512044524874,0.5353310034753587,0.3986591841914377,0.49185954582562924,0.6549348044171539,0.42304437164055053,0.5876677894998554,0.43730281012965483
7,1,0.26586461067199707,1.8731402207095016e-08,0.4375704824924469,1.6062892127521877e-09,0.9912265810390277,0.9892366220865683,0.9990049294203636,0.9988450385048343,0.9973492216621553,0.999835432893916,0.9963724647348624,-0.7258144032851467,-0.8705893473774736,0.22553947057637921,53377,0.9934139422652587,49094,0.9957691488236713,6592,0.9991720573452927,116288,0.9997746136692158,0.4603195871373093,-27.188951156589024,0.9256533670800436,-7.263251808536777,-0.08634741134959419,0.08146437209451453,0.9181076649849372,0.9742956317776774,0.8991697273379452,0.9615474488163763,0.21812651866643357,0.3429062243517108,0.3939391671051472,0.45438634316581517,0.09455399849315992,0.464293866418606,0.39476926866972056
7,2,0.26586461067199707,1.8731402207095016e-08,0.4375704824924469,1.6062892127521877e-09,0.9914452156131605,0.9933218651253308,0.9988562527077364,0.9991270900267868,0.9971852241811751,0.9999294918944899,0.9968778437204247,-0.6594559137832484,-0.9634099506976903,0.3573789916616197,53377,0.9964786777571341,49094,0.9963681391399029,6592,0.9997224946068728,116288,0.9999189178109497,0.4287802530681164,-164.93877314178087,0.6005586069485637,-1.752937469913339,-0.34315956525455366,0.13656351750570922,0.12731065363149674,0.9064009137778766,0.8430296033120372,0.9521967076588067,0.317719825384182,0.4485211394490242,0.31613986233703756,0.34912972061131187,0.3333854362023428,0.4074614846203749,0.3477117444955597
9,0,0.48362207412719727,1.9557134578462865e-08,0.5128194093704224,1.3571800350220542e-09,0.876792705560191,0.8536321550517986,0.9935466849532372,0.9931788093189977,0.9929762168328311,0.9851582580722548,0.9717668946496397,-0.4039477461826578,0.050934791627299414,-0.061033816956819836,53377,0.9805406078000215,49094,0.9856297281446166,6592,0.7599996061903385,116288,0.9711119660755713,0.6412821108689604,-56.035000422557204,0.1617040427653648,-1.3184839890499047,0.5625894412638017,0.35959434970250864,-26.04006807758273,0.20957055375038072,-51.78592930036116,0.14955978306870812,0.5495132674543183,0.28707083510941117,0.3979083656866087,0.5615782089479776,0.46149997206636906,0.4831146098367664,0.4125686239022322
9,1,0.48362207412719727,1.9557134578462865e-08,0.5128194093704224,1.3571800350220542e-09,0.988220529240345,0.9858356202727322,0.9986662696725643,0.998506749097558,0.996338873922144,0.999814164992609,0.9952470703768915,-0.6636226202127411,-0.8268158351641904,0.20965000290701932,53377,0.992221513165435,49094,0.9948469870870638,6592,0.99893644134153,116288,0.999708395293954,0.45752081606602335,-13.098420958974424,0.8430410017663514,-12.369824061644781,0.002059004286415229,0.10145947206412913,0.9284532513629563,0.9820174171819481,0.8274105591345435,0.9290294141845544,0.010140508881063881,0.16782860449028703,0.19520225295235566,0.29791428629820715,0.017992076534905255,0.3683282222795012,0.17950338917323194
9,2,0.48362207412719727,1.9557134578462865e-08,0.5128194093704224,1.3571800350220542e-09,0.9891700069176378,0.9917279314187546,0.9986297686612574,0.9989918622937046,0.996539009680956,0.9999063843521689,0.9963465811343356,-0.5886800946432069,-0.9428633667467694,0.3472565990146246,53377,0.9950382008714707,49094,0.9959131965440727,6592,0.9996779865159872,116288,0.9998904087101312,0.4362832157103612,-120.6939084212866,0.6200442966125169,-12.64466344457942,-0.480410534809009,0.18638144214996805,-0.2580063295913062,0.8055634819642332,0.8462542737228136,0.9415653292473348,0.33201916482885757,0.44240093170331746,0.32054336222409524,0.3459954648164648,0.2542388578721315,0.3857130216857862,0.3735371885685286
11,0,0.47810548543930054,1.227267354408923e-08,0.4411262571811676,7.347420449832498e-10,0.8665294253329134,0.8526118676333544,0.9933008242322331,0.9929657796695127,0.9933312179766938,0.9840162154147238,0.9693778771995518,-0.3694625528109915,0.02517381637165309,-0.1657252968357548,53377,0.9809048578173043,49094,0.9855962242824197,6592,0.7619233381131153,116288,0.9708269808103824,0.6408398499985652,-25.797024236884738,0.22083574078814883,-1.2177811256864937,0.5726012878632981,0.3925381785608738,-13.897138734152891,0.26787543419221116,-98.10633136636429,0.0898809649489527,0.5164946956865701,0.08335711995820967,0.35898612168555005,0.5118917291803657,0.5190367224984749,0.3720305595422274,0.31647547660975317
11,1,0.47810548543930054,1.227267354408923e-08,0.4411262571811676,7.347420449832498e-10,0.9882746448202546,0.9842907936942875,0.9986289324645826,0.9983929098933716,0.9959350525668427,0.9997862581636798,0.9950476706349477,-0.5732969216854609,-0.8012827107997845,0.22018154076185573,53377,0.9932312263282476,49094,0.9947458990878276,6592,0.999064997952941,116288,0.9996496639960567,0.42677758350061057,-5.1236007286794685,0.6632827647970435,-3.4535078445144336,0.34678801287042066,0.16761792827835642,0.9372907552034072,0.985530410223307,0.8497146532092699,0.9315922995276497,0.031078695828382737,0.18207403830563956,0.13444842431377213,0.23200069982168384,0.04664492877567892,0.3509439297618778,0.14265085298263133
11,2,0.47810548543930054,1.227267354408923e-08,0.4411262571811676,7.347420449832498e-10,0.9912654314382955,0.993833773496422,0.9988945644430943,0.9991533182177712,0.9965534902913843,0.9998806339333389,0.9972156969664709,-0.5320567006799035,-0.9121476615537291,0.3394752929127254,53377,0.9941881094192981,49094,0.9968685134852823,6592,0.9995430917815193,116288,0.9998470688301899,0.3906919433215376,-36.587573569239396,0.6814258607708504,-14.606466082495237,-0.3533394566913295,0.16201639677287083,-0.2942842448065188,0.7415247023917657,0.862149111251645,0.9493757631380605,0.31642308957709764,0.49747344380078057,0.294445057274055,0.39268134238820207,0.17504589675711035,0.34429674764244483,0.4051549652956635
14,0,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10,0.8599280756419769,0.83775681963232,0.9927836012931188,0.9928083990411416,0.9922937187312295,0.9847252121014977,0.9685236179756272,-0.3238886025133739,0.07992254435895238,-0.2097785629765072,53377,0.9729438582657003,49094,0.9847132365678665,6592,0.747865470548422,116288,0.9684116565954827,0.6395914312006129,0.5151234717246562,0.8381715952482154,-1.2267516918919616,0.5655064875072238,0.377116342910797,-5.457419994466157,0.36039372561535143,-109.72831070684877,0.07356300384153636,0.34260329210882784,-0.12717756139016037,0.3254685172169067,0.4951152837637917,0.5182604181989718,0.23545171093300077,0.1869019491283933
14,1,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10,0.988752847546118,0.9848220593456141,0.9988001510034731,0.9983812241324487,0.9959473217079206,0.9997284163453971,0.9954040747159933,-0.6577429742882498,-0.7770945480260781,0.17403343599952656,53377,0.99568874817964,49094,0.9945404742035016,6592,0.9991107697068817,116288,0.999608928983137,0.3059563837265383,-3.296489443529727,0.6281129163414472,-1.5107613346605238,0.641052088838416,0.1938452434730259,0.9508075597740628,0.9854766682697402,0.8514319579798013,0.924083445638021,-0.010654363398824909,0.22174592849428965,0.10745509113849498,0.24319774558590096,0.09183377550311633,0.30657016277185284,0.12481544703502163
14,2,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10,0.9912983920827724,0.9932323654962387,0.9989125912444475,0.9991641515394878,0.9967972363397322,0.999854745491612,0.9971804609691535,-0.5538255342988874,-0.8594433497254804,0.35601534910028315,53377,0.9960745047435566,49094,0.9967931337135029,6592,0.999483090059972,116288,0.9998250760151709,0.23494858646814545,-22.57347022566951,0.672916035247378,-22.32854236714576,-0.19711697484124904,0.03437183478888497,-0.28316792831209403,0.831672147527673,0.8603671764064593,0.946439667260459,0.25102163512516057,0.4998192526537321,0.1831355199502628,0.3316726124923641,0.11880572813189647,0.3188160391652017,0.3277920900120534
18,0,0.4861549437046051,5.4624416101489714e-09,0.3671448528766632,4.770037698165197e-10,0.8696038232629075,0.8423735582113097,0.9927194600377586,0.9927461123330915,0.992146631571714,0.9849624911419634,0.9688539176318743,-0.4440614758692461,0.11465586327686654,-0.13550659389468817,53377,0.9765951784619007,49094,0.9809031163499465,6592,0.7529051689699141,116288,0.9681808980944717,0.6066287346297528,-0.3005593843606802,0.661140102716745,-0.890584001454926,0.582123527982114,0.36286460123077735,-2.9571822944180646,0.4215073725834259,-92.64371743097925,0.10597573958990207,0.08905514481025789,-0.27124360497697664,0.32838432722154876,0.4948002602842173,0.5281905249489482,0.13883490840232335,0.031298018343586816
18,1,0.4861549437046051,5.4624416101489714e-09,0.3671448528766632,4.770037698165197e-10,0.9910588756309576,0.9856382818509569,0.998852187333027,0.9984464683218377,0.9958295052573847,0.9997359963765328,0.995890176192981,-0.6243550716807313,-0.8145397383840651,-0.11875977644234481,53377,0.9983294968754924,49094,0.9933066405601595,6592,0.9989646134438992,116288,0.9994885830122876,0.30615427489963404,-0.041613370802290994,0.8129640657271571,-20.536119273564235,0.6878126814765785,0.1623505657339517,0.8808813745164694,0.9726109461651823,0.8101655752831043,0.9637869978026149,0.03705899815945739,0.1689768414355009,0.196336205511193,0.13043139026215775,0.1250680527673949,0.22906047750437325,0.12600431232132167
18,2,0.4861549437046051,5.4624416101489714e-09,0.3671448528766632,4.770037698165197e-10,0.9930534805180157,0.9931213820231638,0.9989934227654467,0.9991158619599554,0.9972339866911154,0.9998336226229485,0.9973373442771524,-0.6929960759232372,-0.8573156503988822,0.19567212104846773,53377,0.9981812963691463,49094,0.9961041014517311,6592,0.9993887631486962,116288,0.9997889668023561,0.3743510903074397,-11.637876006638944,0.6735875500063886,-49.01765450173901,-0.18547246177571663,0.07309683324560796,-0.043389897008694334,0.9156448974086869,0.817921657875272,0.9688764095759136,0.37778082190515055,0.5644219643262633,0.27183477640724646,0.5293215421054062,0.1749424274562053,0.19150043161639654,0.47759780889244136
