step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
3,1,0.03773985430598259,5.542463155094879e-10,0.007919754832983017,3.741463250328536e-10,0.0712890625,0.0,0.0,0.0,0.92578125,0.0029296875,0.0,0.00390625,0.0,0.0,0.9951171875,0.0009765625,0.9973954884222307,0.9974016859657296,0.9997007453832524,0.9997015453413607,0.9988570419267748,0.9999569196463501,0.9991113236078972,,-0.2682805653674953,-0.9180904095633803,0.3813913653141664,206967,11802,0.9989759871809769,205660,11185,0.9987343391164123,27306,11802,0.9999185081197938,464214,203413,0.9999411760275267,0.34514799141702934,-8.002148916039166,0.6295094012045093,-2.8054681630357283,0.5213721839483741,0.2949209966088604,0.9669487918420859,0.9963148765228846,0.875197321114329,0.9945340581071633,0.7536750739805121,0.774308759120117,0.6669551099981055,0.817770327441352,0.8010710604662311,0.7836970504444868,0.7433832427500349,0.0
3,2,0.03773985430598259,5.542463155094879e-10,0.007919754832983017,3.741463250328536e-10,0.0712890625,0.0,0.0,0.0,0.92578125,0.0029296875,0.0,0.00390625,0.0,0.0,0.9951171875,0.0009765625,0.9964853055681249,0.9976527606131046,0.9996164891928311,0.9997544942741974,0.9986036178710218,0.999973032974011,0.9990480605863835,,-0.43605560941381,-0.9381833127909153,0.340005645418473,206967,11802,0.9988005539259956,205660,11185,0.9985709427609589,27306,11802,0.9999259613816154,464214,203413,0.9999762935030782,0.16000283557754444,-249.6894351911719,0.7626295088914998,-104.63330155058796,0.7008595910656109,-0.0021635289882708715,0.6414170985779095,0.9809152800982057,0.8923931418465093,0.9871240595005287,0.631977480667489,0.6199433679282255,0.6435623869622792,0.6353304966585775,0.695621678165141,0.5006920538796482,0.6120288797817458,0.0
5,0,0.4550793468952179,2.850934821552187e-09,0.13899248838424683,1.1589033066528032e-09,0.8271484375,0.0029296875,0.0,0.0,0.1640625,0.005859375,0.0,0.1142578125,0.0,0.0,0.884765625,0.0009765625,0.6974166888369027,0.6916123331614522,0.9985406559621735,0.9986805277453822,0.9986934588941198,0.9653823099676485,0.9612592067991315,,-0.9111520240549259,-0.5885304457659793,0.1657453172380235,206967,11802,0.996464212251713,205660,11185,0.9951598417041844,27306,11802,0.3759072470171919,464214,203413,0.9983779736122509,0.5473282329925809,0.15303082757136433,0.6943491030561887,-0.1537131965751164,0.6469172018953238,0.21789368384917793,-1.1218208090854676,0.6966736924813137,0.1780722103121588,0.5598463951258708,0.5765552441653378,0.5704922362889095,0.43377280997947104,0.5180090469943522,0.7356326064565194,0.5106096088703785,0.5490831339769461,0.0
5,1,0.4550793468952179,2.850934821552187e-09,0.13899248838424683,1.1589033066528032e-09,0.8271484375,0.0029296875,0.0,0.0,0.1640625,0.005859375,0.0,0.1142578125,0.0,0.0,0.884765625,0.0009765625,0.9953941046861526,0.992479598965637,0.9994785237396397,0.9991618786006994,0.9979283227386728,0.9999388719116052,0.9977821151902087,,-0.6363002552071961,-0.974011344069182,0.1793329005389463,206967,11802,0.9986401802636501,205660,11185,0.9974682233595716,27306,11802,0.999864415511556,464214,203413,0.9999105502006179,0.4068782993868755,-126.2652887293202,0.3808127071778469,-19.985095413448928,0.27597337481523193,0.15353652633619677,0.9842291070247604,0.992608729570362,0.9673185117463183,0.9951217130661839,0.5609046372885315,0.6328456099451754,0.3997418993064494,0.5286768630352753,0.5692251287189848,0.685812960362716,0.5197547143974077,0.0
5,2,0.4550793468952179,2.850934821552187e-09,0.13899248838424683,1.1589033066528032e-09,0.8271484375,0.0029296875,0.0,0.0,0.1640625,0.005859375,0.0,0.1142578125,0.0,0.0,0.884765625,0.0009765625,0.9940113504862953,0.9923547743447634,0.9993021214433512,0.999169617098826,0.9975629765567651,0.9999516044720824,0.9974988948395224,,-0.5617795806053024,-0.9752289244449542,0.06211183844699661,206967,11802,0.998461299028238,205660,11185,0.9974133017820395,27306,11802,0.9998897181039252,464214,203413,0.999961279419291,0.30385349376686893,-318.3723831494008,0.7248276135612856,-106.58528867412176,0.5051678385510788,0.06967652395938514,0.7945578170205032,0.9741989115587879,0.9113961799306551,0.9866106024092557,0.30734872013063674,0.4289353288999386,0.21876814048495574,0.5241991159254493,0.3672354562040126,0.07994208386067837,0.32743294673042084,0.0
7,0,0.5070940852165222,2.6894215743311634e-09,0.43010133504867554,1.7802230800612051e-09,0.892578125,0.001953125,0.0,0.0,0.1025390625,0.0029296875,0.00390625,0.4013671875,0.0,0.0,0.5947265625,0.0,0.6965539501368903,0.674443370201075,0.9982541490263992,0.9984221451277414,0.9984790891169104,0.9639975012608623,0.9588842175158514,,-0.9110021868697095,-0.6138025850196919,0.15459313530228772,206967,11802,0.9964057555893308,205660,11185,0.9946826800512543,27306,11802,0.3731506145279675,464214,203413,0.9984105581316366,0.5944298476798484,-4.3148234351322845,0.4772558138968726,-24.396484148423166,0.17130229004884423,0.19355043934477392,-0.16427999528981863,0.7219527259229257,-0.08811596291592405,0.5641045355947677,0.4229257478191956,0.37310096002159043,0.42558979384772927,0.4892572075066807,0.6134611190974449,0.42191629686956333,0.40687565356488187,0.0
7,1,0.5070940852165222,2.6894215743311634e-09,0.43010133504867554,1.7802230800612051e-09,0.892578125,0.001953125,0.0,0.0,0.1025390625,0.0029296875,0.00390625,0.4013671875,0.0,0.0,0.5947265625,0.0,0.9907471029624649,0.9883802395127027,0.9990108462557685,0.9987699617584818,0.9972971936726499,0.9999279361010545,0.9960965983964661,,-0.6938968997486608,-0.9783795582184602,0.16082674514467823,206967,11802,0.9978381213882257,205660,11185,0.99666104120089,27306,11802,0.9997950049651174,464214,203413,0.9999041223175854,0.5597234086715754,-207.03431463681665,-0.060546307504411714,-41.86492453772072,0.16003305989559719,0.2625632574044273,0.9559189382718771,0.9834068833084847,0.8707732654751552,0.9873944974221412,0.626509955018225,0.6387505825999463,0.4274624239687097,0.5246486825605976,0.5849488727102699,0.6827911502611155,0.560642296668008,0.0
7,2,0.5070940852165222,2.6894215743311634e-09,0.43010133504867554,1.7802230800612051e-09,0.892578125,0.001953125,0.0,0.0,0.1025390625,0.0029296875,0.00390625,0.4013671875,0.0,0.0,0.5947265625,0.0,0.9879669308949032,0.9872945385563116,0.9986331235276381,0.9986369115715134,0.9966276566201058,0.9999378323195638,0.9952385200212512,,-0.7275718339921097,-0.9804216989215413,-0.059216986549516785,206967,11802,0.9971774077265692,205660,11185,0.9963696473419471,27306,11802,0.9998236881127273,464214,203413,0.9999505298363165,0.4586973348447556,-25.042507085171636,0.67581700602427,-45.807283119160985,0.5176584237509206,-0.01529867177113235,0.9283344463152563,0.9742659967964299,0.9684544927057714,0.9928341325020743,0.1891574431516632,0.48857747652852995,0.06980118007348152,0.5416293019571096,0.2579218882294345,0.18938672898689565,0.2817294808341116,0.0
9,0,0.5239558815956116,3.0401969830506914e-09,0.4642488956451416,1.5694823218836973e-09,0.9267578125,0.005859375,0.0,0.0,0.064453125,0.0029296875,0.0068359375,0.3837890625,0.0,0.0,0.6064453125,0.0029296875,0.6764575720817289,0.6747986751129412,0.9980253051923574,0.9983115482454531,0.9982878289919671,0.9626006069326807,0.9566771067088825,,-0.8863631106604007,-0.6799011278211126,0.12110622195741234,206967,11802,0.9962977931403001,205660,11185,0.9936338739699724,27306,11802,0.3586491784304451,464214,203413,0.9984242266257253,0.6318652774161125,-21.969180760435695,0.20389085124714695,-55.575725888096414,0.10923989267838118,0.23244227539393603,0.1985182991211084,0.7923797395215486,-0.26246589961939004,0.5496238845595628,0.3788344829235525,0.34337832713889527,0.46663617982842187,0.530386165086381,0.5602741530253906,0.4240010096111365,0.3944403826170935,0.0
9,1,0.5239558815956116,3.0401969830506914e-09,0.4642488956451416,1.5694823218836973e-09,0.9267578125,0.005859375,0.0,0.0,0.064453125,0.0029296875,0.0068359375,0.3837890625,0.0,0.0,0.6064453125,0.0029296875,0.9873763741920927,0.9850828950708266,0.9986693641967164,0.9983882905188608,0.9969568442472271,0.9999224558459004,0.994612231589279,,-0.6603261979042369,-0.9749565402523465,0.06581832922093699,206967,11802,0.9977643571532036,205660,11185,0.995813068339246,27306,11802,0.999807588569119,464214,203413,0.9998977725302981,0.48097451040095235,-250.00572434944158,-0.20466724616410784,-51.80273235346314,0.10708391909479104,0.38447520258083534,0.9592172276211465,0.983605154066537,0.7884357505877183,0.9796555400763013,0.6458391838174214,0.5956489309130591,0.4437065692381306,0.5097161513300341,0.587872226033903,0.6119525187334557,0.5531969897191235,0.0
9,2,0.5239558815956116,3.0401969830506914e-09,0.4642488956451416,1.5694823218836973e-09,0.9267578125,0.005859375,0.0,0.0,0.064453125,0.0029296875,0.0068359375,0.3837890625,0.0,0.0,0.6064453125,0.0029296875,0.9847059012229848,0.9837139914759625,0.9983180239100998,0.9982383749006634,0.9960163264252753,0.9999233369816133,0.9938448534220405,,-0.6278542100694611,-0.9752566834427908,-0.04382059748964959,206967,11802,0.9969977934319308,205660,11185,0.9955921558557248,27306,11802,0.9998111570520147,464214,203413,0.999939642694354,0.35894115667930726,-7.043629277579784,0.804396381203198,-12.762543508994645,0.40625465394683363,0.07470142558982713,0.9645011899818274,0.982540242830521,0.9774973486497414,0.9922617840825861,0.2108350606478453,0.3905949593444329,0.14314710636436936,0.5134209741578456,0.3007661874999564,0.08767246456578033,0.27589539795227924,0.0
11,0,0.5561398267745972,3.306801943381288e-09,0.4833661615848541,1.3622429850812523e-09,0.9384765625,0.0009765625,0.0,0.0,0.0595703125,0.0009765625,0.0107421875,0.345703125,0.0,0.0,0.640625,0.0029296875,0.6791525275558596,0.6623234409321525,0.9978229925723804,0.9981878802100572,0.9981434452721107,0.9615002980283148,0.9550999215653152,,-0.8428861900784604,-0.7329556344507893,0.047582332215623774,206967,11802,0.9960265591903655,205660,11185,0.9926138939717492,27306,11802,0.34850942198600554,464214,203413,0.9984133586521364,0.6594006209995983,-31.62795005768273,0.16642310924312803,-67.24559193010752,0.09403507262796745,0.2316887884622195,0.2236772746200255,0.8491867855710497,-0.43511253697370056,0.5347002746644262,0.2773262398828151,0.26812975302272984,0.42416816996259693,0.47863637390162717,0.5309158629489924,0.4038794513571373,0.3082116317797834,0.0
11,1,0.5561398267745972,3.306801943381288e-09,0.4833661615848541,1.3622429850812523e-09,0.9384765625,0.0009765625,0.0,0.0,0.0595703125,0.0009765625,0.0107421875,0.345703125,0.0,0.0,0.640625,0.0029296875,0.9847482352287653,0.9824950435794555,0.998413385197606,0.9982008151577623,0.9967442122355943,0.9999207991774791,0.9936175722431776,,-0.6042874766285238,-0.9748551368216399,0.04641915830283904,206967,11802,0.9978122054652352,205660,11185,0.9955293641889051,27306,11802,0.9997363938357047,464214,203413,0.999920397238631,0.3898630506298732,-289.8434667985559,-0.41780138710266035,-42.80810695060099,0.08521931560597668,0.4650572489222313,0.967531574602092,0.9849132609151542,0.7389810072189684,0.9667234954669536,0.5944945912034096,0.4720292678807814,0.45019242011251415,0.4909077327221287,0.6023817447942521,0.43747710383225685,0.48860015322205386,0.0
11,2,0.5561398267745972,3.306801943381288e-09,0.4833661615848541,1.3622429850812523e-09,0.9384765625,0.0009765625,0.0,0.0,0.0595703125,0.0009765625,0.0107421875,0.345703125,0.0,0.0,0.640625,0.0029296875,0.9834056114768854,0.9812611599937919,0.9981809616585173,0.998056932414799,0.9954688447202846,0.9999291431448496,0.993271870869185,,-0.6071770929535688,-0.9720954151776684,0.022890479306207256,206967,11802,0.9971968762919833,205660,11185,0.9946608257125238,27306,11802,0.9998012276038448,464214,203413,0.9999449591466202,0.290102110564124,-18.678073471211274,0.7436910574933626,-7.719875461471565,0.2747544839863172,0.12911710551064975,0.9720080973115789,0.9860556588179069,0.9764767346576734,0.9890347528882575,0.14663004521222775,0.2969843975115381,0.10581633453060703,0.44933195099520146,0.2809926802038307,0.146044945664465,0.20197896990738115,0.0
14,0,0.4972588121891022,2.8148612329914613e-09,0.41992196440696716,9.55803880486883e-10,0.935546875,0.001953125,0.0,0.0,0.0595703125,0.0029296875,0.0107421875,0.2958984375,0.0,0.0,0.6904296875,0.0029296875,0.6786713516394001,0.6646299266223334,0.9974335395195891,0.9978603948320135,0.9979300905910908,0.9623673236312978,0.9543211942568295,,-0.7564928686319454,-0.6159080638397813,-0.0378223153103658,206967,11802,0.9958541955892801,205660,11185,0.9907912821004701,27306,11802,0.35068185087973014,464214,203413,0.9983771961976863,0.6909650749632518,-28.84921653808677,0.178660276870412,-40.97229015849066,0.1226657678921133,0.21923541849453948,0.16305611784029772,0.8318024939779696,-0.6548940052483783,0.5206007720845782,-0.03312788182862208,-0.007687182772816817,0.16068443729670298,0.2169184356746647,0.5258340913919672,0.3583463848148025,-0.06147817930946669,0.0
14,1,0.4972588121891022,2.8148612329914613e-09,0.41992196440696716,9.55803880486883e-10,0.935546875,0.001953125,0.0,0.0,0.0595703125,0.0029296875,0.0107421875,0.2958984375,0.0,0.0,0.6904296875,0.0029296875,0.9852649429723592,0.9824463581282354,0.9984873277921287,0.9981944076323517,0.9961647809713362,0.999933282008952,0.9938672264548872,,-0.517001201566459,-0.9701647848903905,0.09315647024597261,206967,11802,0.9980232520882599,205660,11185,0.9942859523127862,27306,11802,0.9997575394347067,464214,203413,0.9999369300166417,0.34935239639290455,-250.7726627359614,-0.3902014953435872,-17.842327779909542,0.14406980705585617,0.5233829735002445,0.9596783275044268,0.9823455432780561,0.7755111262833991,0.972716904672846,0.5897514391479606,0.35309425992843724,0.5693586806790367,0.46467108206394053,0.5370838879559205,0.23162340604346807,0.4876095827561742,0.0
14,2,0.4972588121891022,2.8148612329914613e-09,0.41992196440696716,9.55803880486883e-10,0.935546875,0.001953125,0.0,0.0,0.0595703125,0.0029296875,0.0107421875,0.2958984375,0.0,0.0,0.6904296875,0.0029296875,0.9853327809661133,0.9816480172513397,0.998397275517692,0.997976643162154,0.9953566745685144,0.9999357175976942,0.993662810241532,,-0.6614228020973427,-0.9740995401133566,0.12339549701007826,206967,11802,0.9974008947431345,205660,11185,0.9937887568511536,27306,11802,0.9997533527552925,464214,203413,0.9999453611956376,0.31218779548500025,-4.5416172169426705,0.6115592290914913,-4.2895167901640905,0.33821496933929485,0.2681723403096895,0.9770355089477747,0.9885116060593397,0.9689576394765786,0.9907930452582376,0.21930250964497414,0.20462561990864458,0.14349769858666672,0.32325152760779396,0.36072555060140465,0.19004317124425069,0.16779047247746867,0.0
18,0,0.536367654800415,2.3114614666752686e-09,0.4241189956665039,7.442760852072183e-10,0.923828125,0.00390625,0.0,0.0,0.0693359375,0.0029296875,0.00390625,0.2587890625,0.0,0.0,0.736328125,0.0009765625,0.6811166124432579,0.6593006067334788,0.9974166629333843,0.9977290382500256,0.9977066319275301,0.9631663386962287,0.9551660001455284,,-0.7771031777920171,-0.6611507480470187,0.046665481526610375,206967,11802,0.9954128179876965,205660,11185,0.9883069726923862,27306,11802,0.35876430109194013,464214,203413,0.9984154081345606,0.6720144337074183,-31.703307363913083,0.16776143814354336,-60.39636328368337,0.10119022380490353,0.2238236062468632,-0.10889020216939072,0.8126483502277504,-0.17748498648365807,0.545214207481136,-0.28440777579387866,-0.26562159745003333,-0.09482864317512833,-0.018164534977377803,0.5611403391205283,0.2824794739490675,-0.37158736947484206,0.0
18,1,0.536367654800415,2.3114614666752686e-09,0.4241189956665039,7.442760852072183e-10,0.923828125,0.00390625,0.0,0.0,0.0693359375,0.0029296875,0.00390625,0.2587890625,0.0,0.0,0.736328125,0.0009765625,0.9906462401635157,0.9869621258784891,0.9989946250301025,0.9986300804528199,0.9966386456044221,0.9999542144483985,0.995862418309535,,-0.5815542743205017,-0.9713529957575415,0.2014692198378937,206967,11802,0.9984502455191312,205660,11185,0.9946938033655153,27306,11802,0.9997931885753304,464214,203413,0.9999516277329206,0.4454015330751724,-100.91682928739246,-0.04234885571080179,-31.495143278753005,0.09496799057145171,0.6801401002120487,0.9739924187197522,0.9875192526279413,0.7363046547131332,0.9753254580789551,0.5034129962169237,0.10544997884710465,0.545918461957683,0.2600556536378098,0.43790338277690405,0.3175233427553048,0.32623620648841983,0.0
18,2,0.536367654800415,2.3114614666752686e-09,0.4241189956665039,7.442760852072183e-10,0.923828125,0.00390625,0.0,0.0,0.0693359375,0.0029296875,0.00390625,0.2587890625,0.0,0.0,0.736328125,0.0009765625,0.9893287711681696,0.985930840803228,0.9988385698045328,0.99850310069214,0.9961463462245036,0.9999573514081632,0.9954393401149318,,-0.7225211165710589,-0.9791786701045312,0.3112970598773831,206967,11802,0.9986900314338574,205660,11185,0.9936246356397458,27306,11802,0.9997650824186964,464214,203413,0.9999555674725745,0.2540438994947573,-14.69465802149847,0.43351658881152333,-17.347321698294778,0.15706209295308468,0.37527219654707755,0.9782666169935382,0.9893594764157094,0.947250297301274,0.9921171669314088,0.10954340323233679,0.13561651074079925,0.022709082661436154,0.20012592246767658,0.3969680612631919,0.26974080398755557,0.039094027989424684,0.0
