step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,base_dec_det,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,own_dec_det,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent
9,1,D,-4.8933323954301455,5.0301171484027645,1.7789539870425366,-0.915738740015283,0.13678475297275933,-3.1143784083874984,-12.618142270890647,-0.0017047551259118695,0.0721481410655942,-0.048902472595214186,0.9559374241886549,0.02081690734095648,0.02324566847038565,1.0280855652542527,-0.8140699031868579,-0.00011462108012800213,0.38212019205093384,1.6075407671678477e-09,0.5073801279067993,2.917388552958755e-09,0.8662109375,0.0,0.0,0.0,0.1318359375,0.001953125,0.009765625,0.3017578125,0.0,0.0,0.6865234375,0.001953125
9,1,O,-6.882193087428098,7.326071003745053,1.54328225896203,-0.9871601752790029,0.44387791631699103,-5.3389108284660365,-16.738706525414067,-0.0025718251833900235,0.009695525160603374,0.03164575909461895,-0.05299376263335104,1.0116524783781138,0.041341284255245615,-0.04329823747276218,1.0426960070775007,2.0510039471242957e-05,0.38212019205093384,1.6075407671678477e-09,0.5073801279067993,2.917388552958755e-09,0.8662109375,0.0,0.0,0.0,0.1318359375,0.001953125,0.009765625,0.3017578125,0.0,0.0,0.6865234375,0.001953125
9,2,D,0.5510854357505752,-0.20377179648335253,0.5207461825796367,0.13194017815317738,0.3473136392672211,1.071831618330195,0.3660512278074356,-0.00027860788066617795,0.004361336283232042,-0.0013176930652440966,0.9836607692642637,0.013295587517743013,0.0030436432179902217,0.9880221055474965,-0.9646861523980775,-3.41138606229259e-05,0.38212019205093384,1.6075407671678477e-09,0.5073801279067993,2.917388552958755e-09,0.8662109375,0.0,0.0,0.0,0.1318359375,0.001953125,0.009765625,0.3017578125,0.0,0.0,0.6865234375,0.001953125
9,2,O,0.2440487676832323,0.6902887304796512,-0.07135744994526044,0.13701995178241555,0.9343374981628623,0.17269131773796187,-0.2378625610688171,-0.0003477836731461074,-0.006792755864133693,0.04212923520782841,-0.04504295820546733,1.0097064788617227,0.035336479343747285,-0.05183571406956866,1.0058274459951275,-6.0974091627069744e-05,0.38212019205093384,1.6075407671678477e-09,0.5073801279067993,2.917388552958755e-09,0.8662109375,0.0,0.0,0.0,0.1318359375,0.001953125,0.009765625,0.3017578125,0.0,0.0,0.6865234375,0.001953125
11,0,D,0.24160679474184066,-0.45173716269221686,6.099752044118238,-4.889621676167921,-0.2101303679503814,6.341358838860161,-10.296029762852228,-0.0028490909622284196,0.05197986354506012,-0.04044396054320387,0.946157042679221,0.042307054318944215,0.011535903001818996,0.9981369062242893,-0.8114261642719347,-0.00012563437473191098,0.4153248369693756,1.4184731167432574e-09,0.5418351292610168,1.5519279195075342e-09,0.9189453125,0.0029296875,0.0,0.0,0.072265625,0.005859375,0.01171875,0.3642578125,0.0,0.0,0.6220703125,0.001953125
11,0,O,0.5963978120379169,-0.4578230431541235,5.640084583005886,-4.778659351889704,0.1385747688837949,6.236482395043862,-9.364523079703716,-0.0037659192047014706,0.02134236577245341,0.0020301566017071337,0.016099025428995217,0.9605284521968421,0.023372522374132898,0.037441391201474605,0.963741635938649,-8.669140953743366e-05,0.4153248369693756,1.4184731167432574e-09,0.5418351292610168,1.5519279195075342e-09,0.9189453125,0.0029296875,0.0,0.0,0.072265625,0.005859375,0.01171875,0.3642578125,0.0,0.0,0.6220703125,0.001953125
11,1,D,-7.763956977688382,8.011473493611435,1.7374373381656323,-0.9849538540887524,0.24751651592313462,-6.026519639522686,-18.497821663554113,-0.002053104421992253,0.06643423977452656,-0.03553980878659502,0.9139251655961346,0.05518040341592445,0.030894430987948,0.980359405370679,-0.7567707136190762,-7.518724054625598e-05,0.4153248369693756,1.4184731167432574e-09,0.5418351292610168,1.5519279195075342e-09,0.9189453125,0.0029296875,0.0,0.0,0.072265625,0.005859375,0.01171875,0.3642578125,0.0,0.0,0.6220703125,0.001953125
11,1,O,-12.182366368110044,12.840747174432279,1.656626279304072,-1.3150070856262117,0.6583808063221605,-10.525740088806028,-27.994746907472475,-0.003374544697754061,-0.028492744193619357,0.04668805490781591,0.07613630998899817,0.9056683792967906,0.018195310714208435,0.047643565795416176,0.754351270206354,-6.838331333770212e-05,0.4153248369693756,1.4184731167432574e-09,0.5418351292610168,1.5519279195075342e-09,0.9189453125,0.0029296875,0.0,0.0,0.072265625,0.005859375,0.01171875,0.3642578125,0.0,0.0,0.6220703125,0.001953125
11,2,D,0.6602630615378591,-0.26974630752321094,0.45203339232619744,0.1574498536591903,0.3905167540146481,1.1122964538640425,0.6354258303940398,-0.0003496359882355193,0.006483142229104677,-0.015293267497027863,0.9783359115999307,0.03047421366798697,-0.00881012526791769,0.9848190538290371,-0.9260852882058157,-4.1746210459935994e-05,0.4153248369693756,1.4184731167432574e-09,0.5418351292610168,1.5519279195075342e-09,0.9189453125,0.0029296875,0.0,0.0,0.072265625,0.005859375,0.01171875,0.3642578125,0.0,0.0,0.6220703125,0.001953125
11,2,O,0.535940081633383,0.5270858113476024,-0.14431234617618321,0.08128645319523398,1.0630258929809664,0.39162773545719226,0.23445306965714208,-0.0005774697626595937,-0.014208287046479084,0.02745959817902799,-0.005086068091798013,0.9918347569592161,0.013251311132550847,-0.019294355138264274,0.9552529398254626,-6.842301983564286e-05,0.4153248369693756,1.4184731167432574e-09,0.5418351292610168,1.5519279195075342e-09,0.9189453125,0.0029296875,0.0,0.0,0.072265625,0.005859375,0.01171875,0.3642578125,0.0,0.0,0.6220703125,0.001953125
14,0,D,-0.3334707824013391,0.22090135231448094,6.7972005184376245,-5.68463108835084,-0.11256943008685791,6.463729736036374,-13.036203741504426,-0.0039029361533582134,0.04608711554606232,-0.04250197640346709,0.9453484911641704,0.051066369693319236,0.0035851391425740786,0.9914356067102039,-0.8056930295212716,-9.400743392954432e-05,0.46533292531967163,1.3202324788963438e-09,0.5395188331604004,1.1365954843967074e-09,0.935546875,0.001953125,0.0,0.0,0.0625,0.0,0.0322265625,0.27734375,0.0,0.0,0.6865234375,0.00390625
14,0,O,0.3656977019493505,0.008044259574901735,6.222194774537738,-5.595936736062023,0.3737419615242511,6.58789247648715,-11.460478068225534,-0.005095710945545765,0.0382325348625277,-0.023442407851463898,0.00848852293839275,0.9767213500506263,0.01479012701102067,0.04672105780086522,1.029907769826324,-5.6100347655951236e-05,0.46533292531967163,1.3202324788963438e-09,0.5395188331604004,1.1365954843967074e-09,0.935546875,0.001953125,0.0,0.0,0.0625,0.0,0.0322265625,0.27734375,0.0,0.0,0.6865234375,0.00390625
